Test	Animal	Time	Date	Segment of test	Whole arena : distance	Whole arena : average speed	Whole arena : time mobile	Whole arena : time immobile	10 cm edge : time	10 cm edge : distance	10 cm edge : average speed	10 cm edge : time mobile	10 cm edge : time immobile	Center : time	Center : distance	Center : average speed	Center : time mobile	Center : time immobile	ID
8	27	14:04	10/17/2016	50 - 55 secs.	0	0.017	0	5	5	0	0.017	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	50 - 55 secs.	0.624	0.165	5	0	2.5	0.256	0.145	2.5	0	2.5	0.369	0.184	2.5	0	28
10	29	14:43	10/17/2016	50 - 55 secs.	0.495	0.111	5	0	2.1	0.215	0.107	2.1	0	2.9	0.281	0.115	2.9	0	29
11	30	14:44	10/17/2016	50 - 55 secs.	0.5	0.113	5	0	5	0.5	0.113	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	50 - 55 secs.	0.422	0.096	5	0	5	0.422	0.096	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	50 - 55 secs.	0.117	0.031	3.5	1.5	5	0.117	0.031	3.5	1.5	0	0		0	0	32
14	33	15:23	10/17/2016	50 - 55 secs.	0.276	0.071	5	0	5	0.276	0.071	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	50 - 55 secs.	0	0.026	1.3	3.7	0	0		0	0	5	0	0.026	1.3	3.7	34
16	35	15:24	10/17/2016	50 - 55 secs.	0.356	0.083	5	0	5	0.356	0.083	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	50 - 55 secs.	0.023	0.023	1.2	3.8	0	0		0	0	5	0.023	0.023	1.2	3.8	36
18	37	16:08	10/17/2016	50 - 55 secs.	0.319	0.08	5	0	5	0.319	0.08	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	50 - 55 secs.	0.056	0.027	2.8	2.2	5	0.056	0.027	2.8	2.2	0	0		0	0	38
20	39	16:09	10/17/2016	50 - 55 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	55 - 60 secs.	0.592	0.137	5	0	5	0.592	0.137	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	55 - 60 secs.	0.045	0.02	2	3	5	0.045	0.02	2	3	0	0		0	0	21
3	22	13:20	10/17/2016	55 - 60 secs.	0.565	0.147	5	0	5	0.565	0.147	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	55 - 60 secs.	0.114	0.052	5	0	3.9	0.03	0.04	3.9	0	1.1	0.084	0.097	1.1	0	23
5	24	14:03	10/17/2016	55 - 60 secs.	0.216	0.083	5	0	0	0		0	0	5	0.216	0.083	5	0	24
6	25	14:04	10/17/2016	55 - 60 secs.	0.106	0.038	5	0	5	0.106	0.038	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	55 - 60 secs.	0.264	0.068	5	0	5	0.264	0.068	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	55 - 60 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	55 - 60 secs.	0.467	0.12	5	0	3	0.214	0.112	3	0	2	0.254	0.132	2	0	28
10	29	14:43	10/17/2016	55 - 60 secs.	0.183	0.073	5	0	2.7	0.023	0.068	2.7	0	2.3	0.161	0.08	2.3	0	29
11	30	14:44	10/17/2016	55 - 60 secs.	0.424	0.103	5	0	5	0.424	0.103	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	55 - 60 secs.	0.135	0.044	5	0	5	0.135	0.044	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	55 - 60 secs.	0.357	0.085	4.4	0.6	5	0.357	0.078	4.4	0.6	0	0		0	0	32
14	33	15:23	10/17/2016	55 - 60 secs.	0.471	0.134	5	0	5	0.471	0.134	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	55 - 60 secs.	0.023	0.021	1.8	3.2	0	0		0	0	5	0.023	0.021	1.8	3.2	34
16	35	15:24	10/17/2016	55 - 60 secs.	0.347	0.078	5	0	5	0.347	0.078	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	55 - 60 secs.	0	0	0.1	4.9	0	0		0	0	5	0	0	0.1	4.9	36
18	37	16:08	10/17/2016	55 - 60 secs.	0.67	0.155	5	0	3.1	0.464	0.147	3.1	0	1.9	0.206	0.168	1.9	0	37
19	38	16:09	10/17/2016	55 - 60 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	55 - 60 secs.	0.068	0.044	3.4	1.6	5	0.068	0.044	3.4	1.6	0	0		0	0	39
1	20	13:19	10/17/2016	60 - 65 secs.	0.272	0.069	5	0	5	0.272	0.069	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	60 - 65 secs.	0.545	0.137	4.8	0.2	5	0.545	0.137	4.8	0.2	0	0		0	0	21
3	22	13:20	10/17/2016	60 - 65 secs.	0.419	0.112	5	0	5	0.419	0.112	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	60 - 65 secs.	0.418	0.106	5	0	3.3	0.183	0.095	3.3	0	1.7	0.235	0.13	1.7	0	23
5	24	14:03	10/17/2016	60 - 65 secs.	0.453	0.107	5	0	1.5	0.122	0.138	1.5	0	3.5	0.331	0.093	3.5	0	24
6	25	14:04	10/17/2016	60 - 65 secs.	0.416	0.125	5	0	5	0.416	0.125	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	60 - 65 secs.	0.676	0.147	5	0	5	0.676	0.147	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	60 - 65 secs.	0.322	0.076	3	2	5	0.322	0.076	3	2	0	0		0	0	27
9	28	14:43	10/17/2016	60 - 65 secs.	0.648	0.156	5	0	1.9	0.181	0.165	1.9	0	3.1	0.467	0.151	3.1	0	28
10	29	14:43	10/17/2016	60 - 65 secs.	0.4	0.104	5	0	2.2	0.095	0.079	2.2	0	2.8	0.305	0.123	2.8	0	29
11	30	14:44	10/17/2016	60 - 65 secs.	0.479	0.111	5	0	5	0.479	0.111	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	60 - 65 secs.	0.308	0.071	5	0	5	0.308	0.071	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	60 - 65 secs.	0.418	0.098	5	0	5	0.418	0.098	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	60 - 65 secs.	0.439	0.118	5	0	4.3	0.342	0.114	4.3	0	0.7	0.097	0.142	0.7	0	33
15	34	15:24	10/17/2016	60 - 65 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	60 - 65 secs.	0.26	0.084	5	0	5	0.26	0.084	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	60 - 65 secs.	0.023	0	0	5	0	0		0	0	5	0.023	0	0	5	36
18	37	16:08	10/17/2016	60 - 65 secs.	0.29	0.068	5	0	4.3	0.152	0.055	4.3	0	0.7	0.138	0.148	0.7	0	37
19	38	16:09	10/17/2016	60 - 65 secs.	0	0.016	0	5	5	0	0.016	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	60 - 65 secs.	0.023	0.005	0.2	4.8	5	0.023	0.005	0.2	4.8	0	0		0	0	39
1	20	13:19	10/17/2016	65 - 70 secs.	0.167	0.046	1.4	3.6	5	0.167	0.046	1.4	3.6	0	0		0	0	20
2	21	13:19	10/17/2016	65 - 70 secs.	0.342	0.092	5	0	4.7	0.262	0.087	4.7	0	0.3	0.079	0.194	0.3	0	21
3	22	13:20	10/17/2016	65 - 70 secs.	0.245	0.057	5	0	5	0.245	0.057	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	65 - 70 secs.	0.384	0.118	5	0	5	0.384	0.112	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	65 - 70 secs.	0.472	0.129	5	0	0.1	0.023	0.611	0.1	0	4.9	0.448	0.121	4.9	0	24
6	25	14:04	10/17/2016	65 - 70 secs.	0.602	0.117	3.7	1.3	5	0.602	0.117	3.7	1.3	0	0		0	0	25
7	26	14:04	10/17/2016	65 - 70 secs.	0.431	0.088	3	2	5	0.431	0.088	3	2	0	0		0	0	26
8	27	14:04	10/17/2016	65 - 70 secs.	0.237	0.052	5	0	5	0.237	0.052	5	0	0	0		0	0	27
9	28	14:43	10/17/2016	65 - 70 secs.	0.538	0.123	5	0	3.7	0.235	0.083	3.7	0	1.3	0.303	0.24	1.3	0	28
10	29	14:43	10/17/2016	65 - 70 secs.	0.396	0.092	5	0	2.6	0.143	0.059	2.6	0	2.4	0.253	0.127	2.4	0	29
11	30	14:44	10/17/2016	65 - 70 secs.	0.697	0.148	5	0	4.3	0.563	0.145	4.3	0	0.7	0.134	0.167	0.7	0	30
12	31	14:44	10/17/2016	65 - 70 secs.	0.208	0.073	5	0	5	0.208	0.073	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	65 - 70 secs.	0.197	0.048	5	0	5	0.197	0.048	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	65 - 70 secs.	0.511	0.15	5	0	3.7	0.274	0.117	3.7	0	1.3	0.238	0.243	1.3	0	33
15	34	15:24	10/17/2016	65 - 70 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	65 - 70 secs.	0.247	0.062	5	0	5	0.247	0.062	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	65 - 70 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	36
18	37	16:08	10/17/2016	65 - 70 secs.	0.507	0.115	4.6	0.4	3.6	0.301	0.108	3.2	0.4	1.4	0.206	0.134	1.4	0	37
19	38	16:09	10/17/2016	65 - 70 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	65 - 70 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	70 - 75 secs.	0.38	0.092	3.6	1.4	4	0.113	0.039	2.6	1.4	1	0.268	0.294	1	0	20
2	21	13:19	10/17/2016	70 - 75 secs.	0.367	0.072	5	0	5	0.367	0.072	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	70 - 75 secs.	0.664	0.165	5	0	4.5	0.505	0.135	4.5	0	0.5	0.16	0.431	0.5	0	22
4	23	13:20	10/17/2016	70 - 75 secs.	0.267	0.097	5	0	4.8	0.242	0.082	4.8	0	0.2	0.025	0.542	0.2	0	23
5	24	14:03	10/17/2016	70 - 75 secs.	0.052	0.022	0.7	4.3	5	0.052	0.022	0.7	4.3	0	0		0	0	24
6	25	14:04	10/17/2016	70 - 75 secs.	0.113	0.034	2.1	2.9	5	0.113	0.03	2.1	2.9	0	0	0.808	0	0	25
7	26	14:04	10/17/2016	70 - 75 secs.	0.451	0.097	4.4	0.6	5	0.451	0.097	4.4	0.6	0	0		0	0	26
8	27	14:04	10/17/2016	70 - 75 secs.	0.217	0.047	4.9	0.1	5	0.217	0.047	4.9	0.1	0	0		0	0	27
9	28	14:43	10/17/2016	70 - 75 secs.	0.237	0.087	4	1	2.7	0.117	0.095	1.7	1	2.3	0.12	0.077	2.3	0	28
10	29	14:43	10/17/2016	70 - 75 secs.	0.249	0.065	5	0	2.9	0.122	0.074	2.9	0	2.1	0.127	0.053	2.1	0	29
11	30	14:44	10/17/2016	70 - 75 secs.	0.5	0.106	5	0	5	0.5	0.106	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	70 - 75 secs.	0.285	0.075	4.9	0.1	4.2	0.199	0.069	4.1	0.1	0.8	0.087	0.104	0.8	0	31
13	32	15:23	10/17/2016	70 - 75 secs.	0.352	0.075	5	0	5	0.352	0.075	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	70 - 75 secs.	0.394	0.085	5	0	5	0.394	0.085	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	70 - 75 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	70 - 75 secs.	0.249	0.066	5	0	5	0.249	0.066	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	70 - 75 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	36
18	37	16:08	10/17/2016	70 - 75 secs.	0	0	0.9	4.1	5	0	0	0.9	4.1	0	0		0	0	37
19	38	16:09	10/17/2016	70 - 75 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	70 - 75 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	75 - 80 secs.	0.57	0.127	5	0	4.3	0.43	0.125	4.3	0	0.7	0.141	0.135	0.7	0	20
2	21	13:19	10/17/2016	75 - 80 secs.	0.348	0.07	5	0	5	0.348	0.07	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	75 - 80 secs.	0.319	0.071	5	0	4.4	0.079	0.038	4.4	0	0.6	0.241	0.308	0.6	0	22
4	23	13:20	10/17/2016	75 - 80 secs.	0.477	0.1	5	0	1.8	0.107	0.06	1.8	0	3.2	0.37	0.123	3.2	0	23
5	24	14:03	10/17/2016	75 - 80 secs.	0.113	0.034	3.6	1.4	5	0.113	0.034	3.6	1.4	0	0		0	0	24
6	25	14:04	10/17/2016	75 - 80 secs.	0.473	0.119	5	0	1.2	0.072	0.137	1.2	0	3.8	0.4	0.113	3.8	0	25
7	26	14:04	10/17/2016	75 - 80 secs.	0.498	0.118	5	0	4.2	0.384	0.109	4.2	0	0.8	0.113	0.163	0.8	0	26
8	27	14:04	10/17/2016	75 - 80 secs.	0.046	0.018	0.6	4.4	5	0.046	0.018	0.6	4.4	0	0		0	0	27
9	28	14:43	10/17/2016	75 - 80 secs.	0	0.01	0	5	5	0	0.01	0	5	0	0		0	0	28
10	29	14:43	10/17/2016	75 - 80 secs.	0.457	0.105	5	0	2.6	0.213	0.092	2.6	0	2.4	0.244	0.118	2.4	0	29
11	30	14:44	10/17/2016	75 - 80 secs.	0.056	0.032	5	0	5	0.056	0.032	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	75 - 80 secs.	0.155	0.044	2.3	2.7	5	0.155	0.044	2.3	2.7	0	0		0	0	31
13	32	15:23	10/17/2016	75 - 80 secs.	0.218	0.1	4.7	0.3	5	0.218	0.095	4.7	0.3	0	0		0	0	32
14	33	15:23	10/17/2016	75 - 80 secs.	0.143	0.063	2.6	2.4	5	0.143	0.063	2.6	2.4	0	0		0	0	33
15	34	15:24	10/17/2016	75 - 80 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	75 - 80 secs.	0.167	0.045	5	0	5	0.167	0.045	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	75 - 80 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	36
18	37	16:08	10/17/2016	75 - 80 secs.	0.265	0.083	5	0	4.8	0.238	0.077	4.8	0	0.2	0.027	0.217	0.2	0	37
19	38	16:09	10/17/2016	75 - 80 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	75 - 80 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	80 - 85 secs.	0.263	0.073	5	0	5	0.263	0.073	5	0	0	0		0	0	20
2	21	13:19	10/17/2016	80 - 85 secs.	0.45	0.114	5	0	4.3	0.256	0.086	4.3	0	0.7	0.195	0.274	0.7	0	21
3	22	13:20	10/17/2016	80 - 85 secs.	0.111	0.073	5	0	5	0.111	0.073	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	80 - 85 secs.	0.263	0.075	5	0	5	0.263	0.075	5	0	0	0		0	0	23
5	24	14:03	10/17/2016	80 - 85 secs.	0.167	0.031	5	0	5	0.167	0.031	5	0	0	0		0	0	24
6	25	14:04	10/17/2016	80 - 85 secs.	0.407	0.089	5	0	3.9	0.231	0.068	3.9	0	1.1	0.176	0.162	1.1	0	25
7	26	14:04	10/17/2016	80 - 85 secs.	0	0.005	1.5	3.5	5	0	0.005	1.5	3.5	0	0		0	0	26
8	27	14:04	10/17/2016	80 - 85 secs.	0.023	0.01	0.4	4.6	5	0.023	0.01	0.4	4.6	0	0		0	0	27
9	28	14:43	10/17/2016	80 - 85 secs.	0.023	0.03	0.5	4.5	4.8	0	0.01	0.3	4.5	0.2	0.023	0.472	0.2	0	28
10	29	14:43	10/17/2016	80 - 85 secs.	0.072	0.035	2.4	2.6	0	0		0	0	5	0.072	0.035	2.4	2.6	29
11	30	14:44	10/17/2016	80 - 85 secs.	0.604	0.131	5	0	2.4	0.201	0.09	2.4	0	2.6	0.403	0.168	2.6	0	30
12	31	14:44	10/17/2016	80 - 85 secs.	0.427	0.111	5	0	2.9	0.11	0.089	2.9	0	2.1	0.317	0.14	2.1	0	31
13	32	15:23	10/17/2016	80 - 85 secs.	0	0.004	0.2	4.8	5	0	0.004	0.2	4.8	0	0		0	0	32
14	33	15:23	10/17/2016	80 - 85 secs.	0.335	0.102	5	0	5	0.335	0.102	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	80 - 85 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	80 - 85 secs.	0.03	0.027	0.7	4.3	5	0.03	0.027	0.7	4.3	0	0		0	0	35
17	36	16:08	10/17/2016	80 - 85 secs.	0.049	0.007	2.7	2.3	0	0		0	0	5	0.049	0.007	2.7	2.3	36
18	37	16:08	10/17/2016	80 - 85 secs.	0.029	0.041	5	0	0.9	0	0.048	0.9	0	4.1	0.029	0.04	4.1	0	37
19	38	16:09	10/17/2016	80 - 85 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	80 - 85 secs.	0	0.005	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	39
1	20	13:19	10/17/2016	85 - 90 secs.	0.392	0.09	5	0	3.6	0.256	0.069	3.6	0	1.4	0.136	0.144	1.4	0	20
2	21	13:19	10/17/2016	85 - 90 secs.	0.482	0.115	5	0	1.8	0.07	0.074	1.8	0	3.2	0.412	0.139	3.2	0	21
3	22	13:20	10/17/2016	85 - 90 secs.	0.438	0.101	2.8	2.2	5	0.438	0.101	2.8	2.2	0	0		0	0	22
4	23	13:20	10/17/2016	85 - 90 secs.	0.251	0.079	5	0	1.1	0.053	0.163	1.1	0	3.9	0.199	0.056	3.9	0	23
5	24	14:03	10/17/2016	85 - 90 secs.	0.171	0.031	5	0	5	0.171	0.031	5	0	0	0		0	0	24
6	25	14:04	10/17/2016	85 - 90 secs.	0.124	0.036	5	0	4.2	0.124	0.029	4.2	0	0.8	0	0.075	0.8	0	25
7	26	14:04	10/17/2016	85 - 90 secs.	0.028	0.018	4.6	0.4	5	0.028	0.018	4.6	0.4	0	0		0	0	26
8	27	14:04	10/17/2016	85 - 90 secs.	0.18	0.043	5	0	5	0.18	0.043	5	0	0	0		0	0	27
9	28	14:43	10/17/2016	85 - 90 secs.	0.136	0.069	3.6	1.4	3.3	0.049	0.033	1.9	1.3	1.8	0.087	0.135	1.7	0.1	28
10	29	14:43	10/17/2016	85 - 90 secs.	0.219	0.074	5	0	0	0		0	0	5	0.219	0.074	5	0	29
11	30	14:44	10/17/2016	85 - 90 secs.	0.231	0.053	5	0	5	0.231	0.053	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	85 - 90 secs.	0.121	0.03	0.8	4.2	5	0.121	0.03	0.8	4.2	0	0		0	0	31
13	32	15:23	10/17/2016	85 - 90 secs.	0.289	0.086	4.2	0.8	5	0.289	0.086	4.2	0.8	0	0		0	0	32
14	33	15:23	10/17/2016	85 - 90 secs.	0.468	0.098	5	0	5	0.468	0.098	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	85 - 90 secs.	0	0.005	0	5	0	0		0	0	5	0	0.005	0	5	34
16	35	15:24	10/17/2016	85 - 90 secs.	0.42	0.084	5	0	5	0.42	0.084	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	85 - 90 secs.	0.047	0.02	3.6	1.4	0	0		0	0	5	0.047	0.02	3.6	1.4	36
18	37	16:08	10/17/2016	85 - 90 secs.	0.41	0.088	3.4	1.6	3.5	0.179	0.066	1.9	1.6	1.5	0.231	0.14	1.5	0	37
19	38	16:09	10/17/2016	85 - 90 secs.	0.109	0.031	3.2	1.8	5	0.109	0.031	3.2	1.8	0	0		0	0	38
20	39	16:09	10/17/2016	85 - 90 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	90 - 95 secs.	0.39	0.092	5	0	4.5	0.336	0.096	4.5	0	0.5	0.054	0.061	0.5	0	20
2	21	13:19	10/17/2016	90 - 95 secs.	0.106	0.028	2.6	2.4	3.1	0.023	0.025	0.7	2.4	1.9	0.084	0.033	1.9	0	21
3	22	13:20	10/17/2016	90 - 95 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	90 - 95 secs.	0.11	0.071	5	0	2.5	0.11	0.068	2.5	0	2.5	0	0.073	2.5	0	23
5	24	14:03	10/17/2016	90 - 95 secs.	0.216	0.051	2.1	2.9	4.5	0.174	0.04	1.6	2.9	0.5	0.042	0.16	0.5	0	24
6	25	14:04	10/17/2016	90 - 95 secs.	0.29	0.078	5	0	1.4	0.09	0.081	1.4	0	3.6	0.199	0.077	3.6	0	25
7	26	14:04	10/17/2016	90 - 95 secs.	0.375	0.076	5	0	5	0.375	0.076	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	90 - 95 secs.	0.164	0.043	5	0	1.6	0.023	0	1.6	0	3.4	0.142	0.064	3.4	0	27
9	28	14:43	10/17/2016	90 - 95 secs.	0.413	0.1	5	0	3.7	0.197	0.095	3.7	0	1.3	0.216	0.118	1.3	0	28
10	29	14:43	10/17/2016	90 - 95 secs.	0.161	0.032	2.6	2.4	4.8	0.133	0.033	2.4	2.4	0.2	0.027	0	0.2	0	29
11	30	14:44	10/17/2016	90 - 95 secs.	0.315	0.087	2.8	2.2	5	0.315	0.087	2.8	2.2	0	0		0	0	30
12	31	14:44	10/17/2016	90 - 95 secs.	0	0.01	0	5	5	0	0.01	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	90 - 95 secs.	0.068	0.03	2.7	2.3	5	0.068	0.03	2.7	2.3	0	0		0	0	32
14	33	15:23	10/17/2016	90 - 95 secs.	0.518	0.113	5	0	4.3	0.351	0.082	4.3	0	0.7	0.167	0.292	0.7	0	33
15	34	15:24	10/17/2016	90 - 95 secs.	0.046	0.029	2.7	2.3	0	0		0	0	5	0.046	0.024	2.7	2.3	34
16	35	15:24	10/17/2016	90 - 95 secs.	0.137	0.049	5	0	5	0.137	0.044	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	90 - 95 secs.	0	0.011	0	5	0	0		0	0	5	0	0.011	0	5	36
18	37	16:08	10/17/2016	90 - 95 secs.	0.029	0.013	0.5	4.5	5	0.029	0.013	0.5	4.5	0	0		0	0	37
19	38	16:09	10/17/2016	90 - 95 secs.	0.19	0.045	2.3	2.7	5	0.19	0.045	2.3	2.7	0	0		0	0	38
20	39	16:09	10/17/2016	90 - 95 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	95 - 100 secs.	0.275	0.077	5	0	4.6	0.223	0.067	4.6	0	0.4	0.052	0.179	0.4	0	20
2	21	13:19	10/17/2016	95 - 100 secs.	0.251	0.074	4.8	0.2	3.1	0.045	0.048	2.9	0.2	1.9	0.206	0.118	1.9	0	21
3	22	13:20	10/17/2016	95 - 100 secs.	0	0.032	1.1	3.9	5	0	0.032	1.1	3.9	0	0		0	0	22
4	23	13:20	10/17/2016	95 - 100 secs.	0.274	0.082	5	0	0	0		0	0	5	0.274	0.066	5	0	23
5	24	14:03	10/17/2016	95 - 100 secs.	0.336	0.079	5	0	3.3	0.155	0.067	3.3	0	1.7	0.181	0.103	1.7	0	24
6	25	14:04	10/17/2016	95 - 100 secs.	0.276	0.067	5	0	5	0.276	0.067	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	95 - 100 secs.	0.558	0.127	5	0	5	0.558	0.127	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	95 - 100 secs.	0.26	0.068	5	0	2.9	0.119	0.061	2.9	0	2.1	0.142	0.078	2.1	0	27
9	28	14:43	10/17/2016	95 - 100 secs.	0.235	0.061	5	0	4.9	0.235	0.05	4.9	0	0.1	0	0.618	0.1	0	28
10	29	14:43	10/17/2016	95 - 100 secs.	0.147	0.05	4.3	0.7	5	0.147	0.05	4.3	0.7	0	0		0	0	29
11	30	14:44	10/17/2016	95 - 100 secs.	0.331	0.08	5	0	4.4	0.222	0.06	4.4	0	0.6	0.109	0.227	0.6	0	30
12	31	14:44	10/17/2016	95 - 100 secs.	0.174	0.052	2.9	2.1	5	0.174	0.052	2.9	2.1	0	0		0	0	31
13	32	15:23	10/17/2016	95 - 100 secs.	0.474	0.103	5	0	5	0.474	0.103	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	95 - 100 secs.	0.335	0.105	5	0	4.5	0.217	0.092	4.5	0	0.5	0.118	0.229	0.5	0	33
15	34	15:24	10/17/2016	95 - 100 secs.	0.023	0.02	1.1	3.9	0	0		0	0	5	0.023	0.02	1.1	3.9	34
16	35	15:24	10/17/2016	95 - 100 secs.	0.164	0.048	5	0	5	0.164	0.048	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	95 - 100 secs.	0.146	0.046	3.6	1.4	1.1	0.023	0.043	1.1	0	3.9	0.122	0.048	2.4	1.4	36
18	37	16:08	10/17/2016	95 - 100 secs.	0.251	0.061	3	2	5	0.251	0.061	3	2	0	0		0	0	37
19	38	16:09	10/17/2016	95 - 100 secs.	0.248	0.072	4.3	0.7	5	0.248	0.072	4.3	0.7	0	0		0	0	38
20	39	16:09	10/17/2016	95 - 100 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	100 - 105 secs.	0.279	0.071	5	0	4.8	0.256	0.069	4.8	0	0.2	0.023	0.135	0.2	0	20
2	21	13:19	10/17/2016	100 - 105 secs.	0.145	0.046	5	0	0	0		0	0	5	0.145	0.046	5	0	21
3	22	13:20	10/17/2016	100 - 105 secs.	0	0.012	0.1	4.9	5	0	0.012	0.1	4.9	0	0		0	0	22
4	23	13:20	10/17/2016	100 - 105 secs.	0	0.022	0.9	4.1	0	0		0	0	5	0	0.016	0.9	4.1	23
5	24	14:03	10/17/2016	100 - 105 secs.	0.063	0.031	5	0	5	0.063	0.031	5	0	0	0		0	0	24
6	25	14:04	10/17/2016	100 - 105 secs.	0.081	0.053	5	0	5	0.081	0.053	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	100 - 105 secs.	0.505	0.118	5	0	3.6	0.37	0.112	3.6	0	1.4	0.134	0.131	1.4	0	26
8	27	14:04	10/17/2016	100 - 105 secs.	0.046	0.014	1.5	3.5	5	0.046	0.014	1.5	3.5	0	0		0	0	27
9	28	14:43	10/17/2016	100 - 105 secs.	0.298	0.088	5	0	1.7	0.026	0.076	1.7	0	3.3	0.272	0.094	3.3	0	28
10	29	14:43	10/17/2016	100 - 105 secs.	0.023	0.026	2.4	2.6	5	0.023	0.026	2.4	2.6	0	0		0	0	29
11	30	14:44	10/17/2016	100 - 105 secs.	0.225	0.053	5	0	5	0.225	0.053	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	100 - 105 secs.	0.308	0.076	5	0	5	0.308	0.076	5	0	0	0		0	0	31
13	32	15:23	10/17/2016	100 - 105 secs.	0.331	0.072	4.5	0.5	5	0.331	0.072	4.5	0.5	0	0		0	0	32
14	33	15:23	10/17/2016	100 - 105 secs.	0.167	0.036	5	0	5	0.167	0.036	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	100 - 105 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
