,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_5-17-2017
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 5/25/2017 14:12:16
,     Stop Time: ~6/4/2017 14:12:16


Interface/Port, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.71,8075.70,12829.66,0.01,7189.92,6587.88,8239.25,11434.31,11.05,7637.36,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.76,20189.25,32074.16,0.03,17974.79,16469.71,20598.12,28585.76,27.63,19093.41,5410.39,11740.57,22981.37,31634.41,0.00,


 17:13:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.71,8075.70,12829.66,0.01,7189.92,6587.90,8239.25,11434.31,11.05,7637.36,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.76,20189.25,32074.16,0.03,17974.79,16469.75,20598.12,28585.76,27.63,19093.41,5410.39,11740.57,22981.37,31634.41,0.00,


 17:14:09
Interval Count,0.00,0.00,0.00,0.00,0.00,17.14,0.00,0.00,0.00,0.07,0.01,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,6.85,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,
Distance,5962.71,8075.70,12829.66,0.01,7189.92,6594.76,8239.25,11434.31,11.05,7637.39,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.76,20189.25,32074.16,0.03,17974.79,16486.89,20598.12,28585.76,27.63,19093.47,5410.41,11740.57,22981.37,31634.41,0.00,


 17:15:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,
Distance,5962.71,8075.70,12829.66,0.01,7189.92,6594.77,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.76,20189.25,32074.16,0.03,17974.79,16486.92,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:16:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.71,8075.70,12829.66,0.01,7189.92,6594.77,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.76,20189.25,32074.16,0.03,17974.79,16486.92,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:17:09
Interval Count,0.13,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.05,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.76,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.89,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:18:09
Interval Count,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.78,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.95,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:19:09
Interval Count,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:20:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.16,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.41,11740.57,22981.37,31634.41,0.00,


 17:21:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.42,11740.57,22981.37,31634.41,0.00,


 17:22:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.42,11740.57,22981.37,31634.41,0.00,


 17:23:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.42,11740.57,22981.37,31634.41,0.00,


 17:24:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.42,11740.57,22981.37,31634.41,0.00,


 17:25:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.48,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.71,5410.42,11740.57,22981.37,31634.41,0.00,


 17:26:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:27:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:28:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:29:09
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:30:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:31:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:32:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:33:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:34:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.70,12829.66,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.25,32074.16,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:35:10
Interval Count,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.67,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.17,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:36:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.67,0.01,7189.92,6594.79,8239.25,11434.31,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.17,0.03,17974.79,16486.97,20598.12,28585.76,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:37:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.67,0.01,7189.92,6594.79,8239.25,11434.40,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.17,0.03,17974.79,16486.97,20598.12,28586.00,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:38:10
Interval Count,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.68,0.01,7189.92,6594.79,8239.25,11434.48,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.20,0.03,17974.79,16486.97,20598.12,28586.21,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:39:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.68,0.01,7189.92,6594.79,8239.25,11434.49,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.20,0.03,17974.79,16486.97,20598.12,28586.24,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:40:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12829.68,0.01,7189.92,6594.79,8239.25,11434.51,11.05,7637.51,2164.17,4696.23,9192.55,12653.76,0.00,
Total Counts,14906.97,20189.30,32074.20,0.03,17974.79,16486.97,20598.12,28586.26,27.63,19093.78,5410.42,11740.57,22981.37,31634.41,0.00,


 17:41:10
Interval Count,0.00,0.00,1.92,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.16,0.00,
Average m/min.,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.07,0.00,
Distance,5962.79,8075.72,12830.45,0.01,7189.92,6594.79,8239.25,11434.56,11.05,7637.51,2164.17,4696.23,9192.55,12653.83,0.00,
Total Counts,14906.97,20189.30,32076.12,0.03,17974.79,16486.97,20598.12,28586.39,27.63,19093.78,5410.42,11740.57,22981.37,31634.57,0.00,


 17:42:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,5.45,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,2.18,0.00,
Distance,5962.79,8075.72,12830.45,0.01,7189.92,6594.79,8239.25,11434.68,11.05,7637.51,2164.17,4696.23,9192.55,12656.01,0.00,
Total Counts,14906.97,20189.30,32076.12,0.03,17974.79,16486.97,20598.12,28586.71,27.63,19093.78,5410.42,11740.57,22981.37,31640.01,0.00,


 17:43:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,1.33,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.53,0.00,
Distance,5962.79,8075.72,12830.45,0.01,7189.92,6594.79,8239.25,11434.69,11.05,7637.51,2164.17,4696.23,9192.55,12656.54,0.00,
Total Counts,14906.97,20189.30,32076.12,0.03,17974.79,16486.97,20598.12,28586.74,27.63,19093.78,5410.42,11740.57,22981.37,31641.34,0.00,


 17:44:10
Interval Count,0.00,0.00,0.04,0.00,0.00,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.87,0.00,
Average m/min.,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.34,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.71,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.78,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:45:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.71,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.78,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:46:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.71,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.78,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:47:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.71,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.78,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:48:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:49:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:50:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:51:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:52:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:53:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.23,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.57,22981.37,31642.21,0.00,


 17:54:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Distance,5962.79,8075.72,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.24,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.30,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.59,22981.37,31642.21,0.00,


 17:55:10
Interval Count,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
Average m/min.,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Distance,5962.79,8075.84,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.25,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.59,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.62,22981.37,31642.21,0.00,


 17:56:10
Interval Count,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,5962.79,8075.86,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.25,9192.55,12656.88,0.00,
Total Counts,14906.97,20189.64,32076.16,0.03,17974.79,16486.97,20598.13,28586.83,27.63,19093.78,5410.42,11740.62,22981.37,31642.21,0.00,


 17:57:10
Interval Count,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,
Distance,5962.79,8075.86,12830.46,0.01,7189.92,6594.79,8239.25,11434.73,11.05,7637.51,2164.17,4696.28,9192.55,12656.88,0.00,
