,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,





 07:20:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.01,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.01,4492.75,71652.33,80192.03,


 07:21:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.01,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.01,4492.75,71652.33,80192.03,


 07:22:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.01,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.01,4492.75,71652.33,80192.03,


 07:23:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.01,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.01,4492.75,71652.33,80192.03,


 07:24:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.01,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.01,4492.75,71652.33,80192.03,


 07:25:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32076.81,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80192.03,


 07:26:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32080.08,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80200.21,


 07:27:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.38,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.04,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.59,


 07:28:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.04,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.61,


 07:29:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.04,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.61,


 07:30:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.61,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.04,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.03,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.61,


 07:31:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.05,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.63,


 07:32:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.05,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.63,


 07:33:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:34:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:35:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:36:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.57,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68613.92,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:37:53
Interval Count,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.62,4364.92,5347.57,12427.68,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.04,10912.30,13368.93,31069.20,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:38:53
Interval Count,0.00,0.00,0.00,0.08,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.03,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:39:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:40:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:41:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:42:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.64,


 07:43:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:44:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:45:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:46:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:47:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:48:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:49:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:50:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:51:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:52:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.13,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.33,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:53:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.64,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:54:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:55:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:56:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:57:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:58:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 07:59:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.39,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.47,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:00:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.41,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.53,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:01:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.45,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.62,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:02:53
