,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,103701.79,120588.66,137139.25,113451.16,80895.37,72377.39,2141.72,118373.29,134273.70,4378.84,74125.61,9703.26,95947.59,97708.29,84035.45,103027.64,


 02:28:20
Interval Count,0.04,0.00,73.37,65.14,0.00,51.05,0.00,80.33,0.00,0.00,0.00,14.39,2.36,36.26,0.00,0.11,
Average m/min.,0.01,0.00,29.33,26.04,0.00,20.41,0.00,32.14,0.00,0.00,0.00,5.75,0.94,14.50,0.00,0.04,
Distance,41480.73,48235.46,54885.05,45406.52,32358.15,28971.38,856.69,47381.45,53709.48,1751.54,29650.24,3887.06,38379.98,39097.82,33614.18,41211.10,
Total Counts,103701.83,120588.66,137212.62,113516.30,80895.37,72428.45,2141.72,118453.62,134273.70,4378.84,74125.61,9717.66,95949.95,97744.55,84035.45,103027.75,


 02:29:20
Interval Count,37.18,0.00,78.16,64.97,0.00,47.11,0.00,74.84,0.00,0.00,0.00,12.05,4.67,60.05,0.00,0.30,
Average m/min.,14.87,0.00,31.27,25.99,0.00,18.83,0.00,29.90,0.00,0.00,0.00,4.82,1.87,24.02,0.00,0.12,
Distance,41495.61,48235.46,54916.31,45432.51,32358.15,28990.22,856.69,47411.38,53709.48,1751.54,29650.24,3891.88,38381.85,39121.84,33614.18,41211.22,
Total Counts,103739.01,120588.66,137290.78,113581.28,80895.37,72475.55,2141.72,118528.46,134273.70,4378.84,74125.61,9729.71,95954.62,97804.61,84035.45,103028.05,


 02:30:20
Interval Count,64.70,0.00,76.88,73.92,0.00,46.87,0.00,80.43,0.00,0.00,0.00,11.18,4.45,67.14,0.00,0.00,
Average m/min.,25.87,0.00,30.74,29.56,0.00,18.75,0.00,32.20,0.00,0.00,0.00,4.48,1.78,26.85,0.00,0.00,
Distance,41521.48,48235.46,54947.06,45462.08,32358.15,29008.97,856.69,47443.56,53709.48,1751.54,29650.24,3896.36,38383.63,39148.70,33614.18,41211.22,
Total Counts,103803.71,120588.66,137367.66,113655.20,80895.37,72522.42,2141.72,118608.89,134273.70,4378.84,74125.61,9740.89,95959.07,97871.75,84035.45,103028.05,


 02:31:20
Interval Count,60.91,2.75,71.62,29.87,0.00,49.97,0.72,51.92,0.00,0.00,0.00,0.24,1.59,63.88,0.00,0.00,
Average m/min.,24.36,1.10,28.65,11.95,0.00,19.97,0.29,20.75,0.00,0.00,0.00,0.09,0.63,25.55,0.00,0.00,
Distance,41545.85,48236.56,54975.71,45474.03,32358.15,29028.96,856.98,47464.33,53709.48,1751.54,29650.24,3896.45,38384.26,39174.25,33614.18,41211.22,
Total Counts,103864.62,120591.41,137439.28,113685.07,80895.37,72572.39,2142.45,118660.82,134273.70,4378.84,74125.61,9741.13,95960.66,97935.63,84035.45,103028.05,


 02:32:20
Interval Count,67.08,55.82,62.26,0.00,0.00,47.93,0.66,76.67,1.18,0.00,0.00,6.08,1.16,11.21,0.00,0.53,
Average m/min.,26.83,22.32,24.90,0.00,0.00,19.18,0.26,30.68,0.47,0.00,0.00,2.43,0.47,4.49,0.00,0.21,
Distance,41572.68,48258.89,55000.62,45474.03,32358.15,29048.13,857.24,47494.99,53709.95,1751.54,29650.24,3898.88,38384.73,39178.74,33614.18,41211.43,
Total Counts,103931.70,120647.22,137501.54,113685.07,80895.37,72620.33,2143.11,118737.49,134274.88,4378.84,74125.61,9747.21,95961.82,97946.84,84035.45,103028.58,


 02:33:20
Interval Count,54.84,51.96,65.88,14.37,0.00,44.45,3.12,65.22,16.87,0.00,0.00,16.11,9.16,18.18,0.00,37.57,
Average m/min.,21.94,20.78,26.35,5.74,0.00,17.76,1.25,26.06,6.74,0.00,0.00,6.45,3.66,7.27,0.00,15.03,
Distance,41594.62,48279.67,55026.97,45479.77,32358.15,29065.91,858.49,47521.08,53716.70,1751.54,29650.24,3905.33,38388.39,39186.01,33614.18,41226.46,
Total Counts,103986.54,120699.18,137567.42,113699.43,80895.37,72664.78,2146.22,118802.71,134291.75,4378.84,74125.61,9763.32,95970.97,97965.03,84035.45,103066.14,


 02:34:20
Interval Count,69.28,44.75,50.14,62.58,0.00,49.88,3.38,0.00,0.00,0.00,0.00,15.45,1.25,56.28,0.00,21.36,
Average m/min.,27.70,17.89,20.06,25.04,0.00,19.96,1.35,0.00,0.00,0.00,0.00,6.18,0.50,22.51,0.00,8.54,
Distance,41622.33,48297.57,55047.03,45504.81,32358.15,29085.86,859.84,47521.08,53716.70,1751.54,29650.24,3911.51,38388.89,39208.52,33614.18,41235.00,
Total Counts,104055.82,120743.93,137617.57,113762.01,80895.37,72714.66,2149.61,118802.71,134291.75,4378.84,74125.61,9778.76,95972.22,98021.30,84035.45,103087.50,


 02:35:20
Interval Count,49.82,56.88,77.97,63.13,0.00,54.92,0.00,7.11,0.00,0.00,0.00,16.66,0.00,67.12,0.00,36.34,
Average m/min.,19.92,22.75,31.16,25.22,0.00,21.94,0.00,2.85,0.00,0.00,0.00,6.66,0.00,26.83,0.00,14.52,
Distance,41642.25,48320.33,55078.22,45530.06,32358.15,29107.83,859.84,47523.93,53716.70,1751.54,29650.24,3918.17,38388.89,39235.37,33614.18,41249.54,
Total Counts,104105.63,120800.82,137695.54,113825.14,80895.37,72769.58,2149.61,118809.82,134291.75,4378.84,74125.61,9795.42,95972.22,98088.42,84035.45,103123.84,


 02:36:20
Interval Count,66.84,63.21,59.92,64.42,0.00,23.41,0.00,80.97,0.00,0.00,0.00,5.66,0.11,61.26,0.00,34.89,
Average m/min.,26.73,25.28,23.96,25.78,0.00,9.37,0.00,32.40,0.00,0.00,0.00,2.26,0.04,24.49,0.00,13.95,
Distance,41668.99,48345.61,55102.18,45555.83,32358.15,29117.19,859.84,47556.32,53716.70,1751.54,29650.24,3920.43,38388.93,39259.87,33614.18,41263.49,
Total Counts,104172.47,120864.03,137755.46,113889.57,80895.37,72792.99,2149.61,118890.79,134291.75,4378.84,74125.61,9801.08,95972.33,98149.68,84035.45,103158.74,


 02:37:20
Interval Count,67.16,64.53,65.68,55.29,0.00,46.41,0.00,81.03,14.97,0.00,0.00,12.72,0.00,61.45,0.00,35.43,
Average m/min.,26.86,25.80,26.26,22.09,0.00,18.55,0.00,32.38,5.99,0.00,0.00,5.09,0.00,24.58,0.00,14.17,
Distance,41695.85,48371.42,55128.46,45577.94,32358.15,29135.76,859.84,47588.73,53722.69,1751.54,29650.24,3925.52,38388.93,39284.45,33614.18,41277.67,
Total Counts,104239.63,120928.55,137821.14,113944.86,80895.37,72839.39,2149.61,118971.82,134306.72,4378.84,74125.61,9813.80,95972.33,98211.13,84035.45,103194.17,


 02:38:20
Interval Count,65.86,49.14,76.01,0.00,0.00,53.36,0.00,83.45,31.34,0.00,0.00,12.41,0.00,48.55,0.00,35.03,
Average m/min.,26.34,19.66,30.41,0.00,0.00,21.36,0.00,33.41,12.55,0.00,0.00,4.96,0.00,19.42,0.00,14.02,
Distance,41722.19,48391.08,55158.86,45577.94,32358.15,29157.10,859.84,47622.11,53735.23,1751.54,29650.24,3930.48,38388.93,39303.87,33614.18,41291.68,
Total Counts,104305.49,120977.70,137897.16,113944.86,80895.37,72892.75,2149.61,119055.26,134338.07,4378.84,74125.61,9826.21,95972.33,98259.68,84035.45,103229.20,


 02:39:20
Interval Count,65.74,54.99,82.62,0.00,0.00,47.89,0.00,86.70,0.00,0.00,0.00,11.54,0.00,58.36,0.00,40.17,
Average m/min.,26.29,21.98,33.02,0.00,0.00,19.13,0.00,34.62,0.00,0.00,0.00,4.62,0.00,23.34,0.00,16.06,
Distance,41748.49,48413.07,55191.91,45577.94,32358.15,29176.26,859.84,47656.78,53735.23,1751.54,29650.24,3935.10,38388.93,39327.22,33614.18,41307.75,
Total Counts,104371.22,121032.68,137979.78,113944.86,80895.37,72940.64,2149.61,119141.96,134338.07,4378.84,74125.61,9837.75,95972.33,98318.04,84035.45,103269.37,


 02:40:20
Interval Count,65.91,64.92,64.74,0.00,0.00,54.88,0.00,60.99,0.00,0.00,0.00,5.08,0.00,64.39,0.00,31.87,
Average m/min.,26.36,25.97,25.91,0.00,0.00,21.97,0.00,24.42,0.00,0.00,0.00,2.03,0.00,25.75,0.00,12.75,
Distance,41774.85,48439.04,55217.81,45577.94,32358.15,29198.21,859.84,47681.18,53735.23,1751.54,29650.24,3937.13,38388.93,39352.97,33614.18,41320.49,
Total Counts,104437.13,121097.61,138044.51,113944.86,80895.37,72995.53,2149.61,119202.95,134338.07,4378.84,74125.61,9842.83,95972.33,98382.43,84035.45,103301.24,


 02:41:20
Interval Count,70.84,66.87,78.21,0.00,0.00,51.24,0.00,86.07,0.00,0.00,0.00,0.00,0.00,59.11,0.00,33.55,
Average m/min.,28.33,26.73,31.25,0.00,0.00,20.47,0.00,34.39,0.00,0.00,0.00,0.00,0.00,23.64,0.00,13.42,
Distance,41803.19,48465.79,55249.09,45577.94,32358.15,29218.71,859.84,47715.61,53735.23,1751.54,29650.24,3937.13,38388.93,39376.62,33614.18,41333.92,
Total Counts,104507.97,121164.47,138122.72,113944.86,80895.37,73046.76,2149.61,119289.01,134338.07,4378.84,74125.61,9842.83,95972.33,98441.54,84035.45,103334.79,


 02:42:20
Interval Count,35.57,47.47,76.18,0.00,0.00,44.55,0.00,77.05,0.00,0.00,0.00,0.00,0.00,33.09,0.00,36.58,
Average m/min.,14.23,18.99,30.48,0.00,0.00,17.84,0.00,30.84,0.00,0.00,0.00,0.00,0.00,13.23,0.00,14.64,
Distance,41817.42,48484.78,55279.56,45577.94,32358.15,29236.53,859.84,47746.43,53735.23,1751.54,29650.24,3937.13,38388.93,39389.85,33614.18,41348.55,
Total Counts,104543.54,121211.95,138198.91,113944.86,80895.37,73091.32,2149.61,119366.07,134338.07,4378.84,74125.61,9842.83,95972.33,98474.63,84035.45,103371.37,


 02:43:20
Interval Count,70.92,32.34,76.96,0.80,0.00,54.30,0.00,83.59,0.00,0.00,0.00,5.83,0.00,0.00,0.00,30.45,
Average m/min.,28.35,12.93,30.76,0.32,0.00,21.70,0.00,33.40,0.00,0.00,0.00,2.33,0.00,0.00,0.00,12.17,
Distance,41845.78,48497.72,55310.35,45578.26,32358.15,29258.25,859.84,47779.86,53735.23,1751.54,29650.24,3939.46,38388.93,39389.85,33614.18,41360.73,
Total Counts,104614.46,121244.29,138275.87,113945.66,80895.37,73145.62,2149.61,119449.66,134338.07,4378.84,74125.61,9848.66,95972.33,98474.63,84035.45,103401.82,


 02:44:20
Interval Count,35.07,0.00,66.70,0.00,0.00,50.12,0.00,80.28,0.39,0.00,0.00,10.89,0.00,0.00,0.00,29.58,
Average m/min.,14.03,0.00,26.69,0.00,0.00,20.05,0.00,32.12,0.15,0.00,0.00,4.36,0.00,0.00,0.00,11.84,
Distance,41859.81,48497.72,55337.03,45578.26,32358.15,29278.29,859.84,47811.97,53735.38,1751.54,29650.24,3943.82,38388.93,39389.85,33614.18,41372.56,
Total Counts,104649.53,121244.29,138342.57,113945.66,80895.37,73195.74,2149.61,119529.93,134338.46,4378.84,74125.61,9859.55,95972.33,98474.63,84035.45,103431.39,


 02:45:20
Interval Count,68.47,0.00,80.61,30.91,0.00,47.28,0.00,70.55,0.00,0.00,0.00,7.55,0.00,18.75,0.00,38.03,
Average m/min.,27.39,0.00,32.22,12.36,0.00,18.90,0.00,28.21,0.00,0.00,0.00,3.02,0.00,7.50,0.00,15.20,
Distance,41887.20,48497.72,55369.27,45590.63,32358.15,29297.21,859.84,47840.19,53735.38,1751.54,29650.24,3946.84,38388.93,39397.35,33614.18,41387.77,
Total Counts,104718.00,121244.29,138423.17,113976.57,80895.37,73243.01,2149.61,119600.49,134338.46,4378.84,74125.61,9867.11,95972.33,98493.38,84035.45,103469.42,


 02:46:20
Interval Count,70.54,0.00,74.55,31.83,0.00,59.41,0.00,0.00,0.04,0.00,0.00,8.42,0.00,59.20,0.00,0.00,
Average m/min.,28.20,0.00,29.82,12.73,0.00,23.75,0.00,0.00,0.02,0.00,0.00,3.37,0.00,23.67,0.00,0.00,
Distance,41915.42,48497.72,55399.09,45603.36,32358.15,29320.97,859.84,47840.19,53735.40,1751.54,29650.24,3950.21,38388.93,39421.03,33614.18,41387.77,
Total Counts,104788.54,121244.29,138497.72,114008.39,80895.37,73302.42,2149.61,119600.49,134338.50,4378.84,74125.61,9875.53,95972.33,98552.58,84035.45,103469.42,


 02:47:20
Interval Count,69.63,41.32,74.82,24.34,0.00,55.33,0.00,0.00,0.47,0.00,0.00,8.41,0.00,44.08,0.00,0.00,
Average m/min.,27.85,16.51,29.91,9.72,0.00,22.13,0.00,0.00,0.19,0.00,0.00,3.36,0.00,17.62,0.00,0.00,
Distance,41943.27,48514.24,55429.02,45613.09,32358.15,29343.10,859.84,47840.19,53735.59,1751.54,29650.24,3953.57,38388.93,39438.66,33614.18,41387.77,
Total Counts,104858.17,121285.61,138572.54,114032.74,80895.37,73357.75,2149.61,119600.49,134338.97,4378.84,74125.61,9883.93,95972.33,98596.66,84035.45,103469.42,


 02:48:20
Interval Count,73.36,62.64,16.32,7.03,0.00,18.93,0.00,0.00,0.00,0.00,0.00,3.91,0.00,0.00,0.00,0.00,
Average m/min.,29.33,25.06,6.52,2.82,0.00,7.57,0.00,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,
Distance,41972.61,48539.30,55435.54,45615.91,32358.15,29350.67,859.84,47840.19,53735.59,1751.54,29650.24,3955.14,38388.93,39438.66,33614.18,41387.77,
Total Counts,104931.53,121348.25,138588.86,114039.76,80895.37,73376.68,2149.61,119600.49,134338.97,4378.84,74125.61,9887.84,95972.33,98596.66,84035.45,103469.42,


 02:49:20
Interval Count,55.12,65.01,79.67,0.00,0.00,57.72,0.00,0.00,43.63,0.00,0.00,4.68,0.00,31.09,0.00,0.00,
Average m/min.,22.05,26.00,31.86,0.00,0.00,23.09,0.00,0.00,17.46,0.00,0.00,1.87,0.00,12.44,0.00,0.00,
Distance,41994.66,48565.31,55467.41,45615.91,32358.15,29373.76,859.84,47840.19,53753.04,1751.54,29650.24,3957.01,38388.93,39451.10,33614.18,41387.77,
Total Counts,104986.64,121413.26,138668.53,114039.76,80895.37,73434.41,2149.61,119600.49,134382.61,4378.84,74125.61,9892.53,95972.33,98627.75,84035.45,103469.42,


 02:50:20
Interval Count,0.00,62.71,67.80,0.00,0.00,58.58,0.00,0.00,3.72,0.00,0.00,3.37,0.00,68.99,0.00,0.00,
Average m/min.,0.00,25.08,27.13,0.00,0.00,23.42,0.00,0.00,1.49,0.00,0.00,1.35,0.00,27.60,0.00,0.00,
Distance,41994.66,48590.39,55494.53,45615.91,32358.15,29397.19,859.84,47840.19,53754.53,1751.54,29650.24,3958.36,38388.93,39478.69,33614.18,41387.77,
Total Counts,104986.64,121475.97,138736.33,114039.76,80895.37,73492.99,2149.61,119600.49,134386.33,4378.84,74125.61,9895.89,95972.33,98696.74,84035.45,103469.42,


 02:51:20
Interval Count,0.00,46.22,9.63,0.00,0.00,26.33,0.00,62.50,0.00,0.00,0.00,5.42,0.00,70.08,0.00,0.00,
Average m/min.,0.00,18.48,3.85,0.00,0.00,10.54,0.00,25.02,0.00,0.00,0.00,2.17,0.00,28.02,0.00,0.00,
Distance,41994.66,48608.88,55498.38,45615.91,32358.15,29407.73,859.84,47865.19,53754.53,1751.54,29650.24,3960.53,38388.93,39506.73,33614.18,41387.77,
Total Counts,104986.64,121522.20,138745.96,114039.76,80895.37,73519.32,2149.61,119662.99,134386.33,4378.84,74125.61,9901.32,95972.33,98766.82,84035.45,103469.42,


 02:52:20
Interval Count,0.00,63.80,34.67,0.00,0.00,0.00,0.00,92.05,0.00,0.00,0.00,0.79,0.00,32.42,0.00,0.00,
Average m/min.,0.00,25.52,13.87,0.00,0.00,0.00,0.00,36.79,0.00,0.00,0.00,0.31,0.00,12.96,0.00,0.00,
Distance,41994.66,48634.40,55512.25,45615.91,32358.15,29407.73,859.84,47902.02,53754.53,1751.54,29650.24,3960.84,38388.93,39519.69,33614.18,41387.77,
Total Counts,104986.64,121586.00,138780.63,114039.76,80895.37,73519.32,2149.61,119755.04,134386.33,4378.84,74125.61,9902.11,95972.33,98799.24,84035.45,103469.42,


 02:53:21
Interval Count,0.01,63.49,73.95,0.00,0.00,0.00,0.00,73.28,0.00,0.00,0.00,0.00,0.00,66.80,0.00,0.00,
Average m/min.,0.00,25.38,29.57,0.00,0.00,0.00,0.00,29.32,0.00,0.00,0.00,0.00,0.00,26.71,0.00,0.00,
Distance,41994.66,48659.79,55541.83,45615.91,32358.15,29407.73,859.84,47931.33,53754.53,1751.54,29650.24,3960.84,38388.93,39546.42,33614.18,41387.77,
Total Counts,104986.66,121649.49,138854.58,114039.76,80895.37,73519.32,2149.61,119828.32,134386.33,4378.84,74125.61,9902.11,95972.33,98866.04,84035.45,103469.42,


 02:54:21
Interval Count,1.86,63.92,76.96,0.00,0.00,0.00,0.00,23.96,0.00,0.00,0.00,0.00,0.00,36.41,0.00,0.00,
Average m/min.,0.75,25.57,30.78,0.00,0.00,0.00,0.00,9.57,0.00,0.00,0.00,0.00,0.00,14.56,0.00,0.00,
Distance,41995.41,48685.36,55572.62,45615.91,32358.15,29407.73,859.84,47940.91,53754.53,1751.54,29650.24,3960.84,38388.93,39560.98,33614.18,41387.77,
Total Counts,104988.51,121713.41,138931.54,114039.76,80895.37,73519.32,2149.61,119852.28,134386.33,4378.84,74125.61,9902.11,95972.33,98902.45,84035.45,103469.42,


 02:55:21
Interval Count,0.00,64.03,73.93,0.00,0.00,0.00,0.00,84.17,0.00,0.00,0.00,7.34,0.01,61.30,0.00,0.00,
Average m/min.,0.00,25.60,29.57,0.00,0.00,0.00,0.00,33.69,0.00,0.00,0.00,2.94,0.01,24.51,0.00,0.00,
Distance,41995.41,48710.97,55602.19,45615.91,32358.15,29407.73,859.84,47974.58,53754.53,1751.54,29650.24,3963.78,38388.94,39585.50,33614.18,41387.77,
Total Counts,104988.51,121777.43,139005.47,114039.76,80895.37,73519.32,2149.61,119936.45,134386.33,4378.84,74125.61,9909.45,95972.34,98963.75,84035.45,103469.42,


 02:56:21
Interval Count,2.12,48.75,67.13,0.00,0.00,0.00,0.00,90.58,0.00,0.00,0.00,2.00,0.00,60.36,0.00,0.00,
Average m/min.,0.84,19.49,26.83,0.00,0.00,0.00,0.00,36.19,0.00,0.00,0.00,0.80,0.00,24.14,0.00,0.00,
Distance,41996.25,48730.47,55629.04,45615.91,32358.15,29407.73,859.84,48010.81,53754.53,1751.54,29650.24,3964.58,38388.94,39609.64,33614.18,41387.77,
Total Counts,104990.63,121826.18,139072.61,114039.76,80895.37,73519.32,2149.61,120027.03,134386.33,4378.84,74125.61,9911.45,95972.34,99024.11,84035.45,103469.42,


 02:57:21
Interval Count,0.00,57.17,65.66,0.00,0.00,0.00,0.00,68.13,0.00,0.00,0.00,2.92,1.72,45.00,0.00,0.00,
Average m/min.,0.00,22.87,26.28,0.00,0.00,0.00,0.00,27.28,0.00,0.00,0.00,1.17,0.69,18.00,0.00,0.00,
Distance,41996.25,48753.34,55655.31,45615.91,32358.15,29407.73,859.84,48038.06,53754.53,1751.54,29650.24,3965.75,38389.63,39627.64,33614.18,41387.77,
Total Counts,104990.63,121883.36,139138.26,114039.76,80895.37,73519.32,2149.61,120095.16,134386.33,4378.84,74125.61,9914.37,95974.07,99069.11,84035.45,103469.42,


 02:58:21
Interval Count,0.00,59.63,67.25,0.00,0.00,0.00,0.00,95.26,0.00,0.00,0.00,0.00,27.57,28.61,0.00,0.00,
Average m/min.,0.00,23.84,26.88,0.00,0.00,0.00,0.00,38.05,0.00,0.00,0.00,0.00,11.01,11.43,0.00,0.00,
Distance,41996.25,48777.19,55682.21,45615.91,32358.15,29407.73,859.84,48076.17,53754.53,1751.54,29650.24,3965.75,38400.65,39639.08,33614.18,41387.77,
Total Counts,104990.63,121942.99,139205.51,114039.76,80895.37,73519.32,2149.61,120190.42,134386.33,4378.84,74125.61,9914.37,96001.63,99097.71,84035.45,103469.42,


 02:59:21
Interval Count,0.00,43.46,45.80,0.00,0.00,15.21,0.00,74.07,0.00,0.00,0.00,0.00,0.00,65.92,0.00,0.71,
Average m/min.,0.00,17.39,18.33,0.00,0.00,6.09,0.00,29.66,0.00,0.00,0.00,0.00,0.00,26.37,0.00,0.28,
Distance,41996.25,48794.58,55700.53,45615.91,32358.15,29413.81,859.84,48105.79,53754.53,1751.54,29650.24,3965.75,38400.65,39665.45,33614.18,41388.05,
Total Counts,104990.63,121986.45,139251.32,114039.76,80895.37,73534.53,2149.61,120264.49,134386.33,4378.84,74125.61,9914.37,96001.63,99163.63,84035.45,103470.13,


 03:00:21
Interval Count,0.00,60.36,64.43,0.00,0.00,36.04,0.00,85.95,0.00,0.00,0.00,0.00,0.00,66.64,0.00,42.92,
Average m/min.,0.00,24.13,25.75,0.00,0.00,14.40,0.00,34.33,0.00,0.00,0.00,0.00,0.00,26.64,0.00,17.15,
Distance,41996.25,48818.72,55726.30,45615.91,32358.15,29428.23,859.84,48140.17,53754.53,1751.54,29650.24,3965.75,38400.65,39692.11,33614.18,41405.22,
Total Counts,104990.63,122046.80,139315.75,114039.76,80895.37,73570.57,2149.61,120350.43,134386.33,4378.84,74125.61,9914.37,96001.63,99230.28,84035.45,103513.05,


 03:01:21
Interval Count,0.00,37.79,76.53,0.00,0.00,38.78,0.00,76.96,0.00,0.00,0.00,0.00,0.00,62.26,0.00,16.32,
Average m/min.,0.00,15.12,30.62,0.00,0.00,15.53,0.00,30.81,0.00,0.00,0.00,0.00,0.00,24.91,0.00,6.53,
Distance,41996.25,48833.84,55756.91,45615.91,32358.15,29443.74,859.84,48170.96,53754.53,1751.54,29650.24,3965.75,38400.65,39717.02,33614.18,41411.75,
Total Counts,104990.63,122084.59,139392.28,114039.76,80895.37,73609.34,2149.61,120427.39,134386.33,4378.84,74125.61,9914.37,96001.63,99292.54,84035.45,103529.37,


 03:02:21
Interval Count,0.00,0.00,78.84,0.00,0.00,46.49,0.00,82.80,0.00,0.00,0.00,1.53,0.00,62.67,0.00,0.00,
Average m/min.,0.00,0.00,31.52,0.00,0.00,18.57,0.00,33.09,0.00,0.00,0.00,0.61,0.00,25.05,0.00,0.00,
Distance,41996.25,48833.84,55788.45,45615.91,32358.15,29462.33,859.84,48204.08,53754.53,1751.54,29650.24,3966.36,38400.65,39742.08,33614.18,41411.75,
Total Counts,104990.63,122084.59,139471.12,114039.76,80895.37,73655.83,2149.61,120510.20,134386.33,4378.84,74125.61,9915.89,96001.63,99355.21,84035.45,103529.37,


 03:03:21
Interval Count,3.96,0.00,72.99,0.00,0.00,54.86,0.00,57.76,0.00,0.00,0.00,6.63,0.00,55.17,0.00,0.00,
Average m/min.,1.59,0.00,29.20,0.00,0.00,21.96,0.00,23.10,0.00,0.00,0.00,2.65,0.00,22.07,0.00,0.00,
Distance,41997.84,48833.84,55817.64,45615.91,32358.15,29484.27,859.84,48227.18,53754.53,1751.54,29650.24,3969.01,38400.65,39764.15,33614.18,41411.75,
Total Counts,104994.59,122084.59,139544.11,114039.76,80895.37,73710.68,2149.61,120567.96,134386.33,4378.84,74125.61,9922.53,96001.63,99410.38,84035.45,103529.37,


 03:04:21
Interval Count,47.41,0.00,67.04,0.00,0.00,58.34,0.00,89.72,0.00,0.00,0.00,3.97,0.00,41.21,0.00,0.00,
Average m/min.,18.96,0.00,26.80,0.00,0.00,23.32,0.00,35.88,0.00,0.00,0.00,1.59,0.00,16.49,0.00,0.00,
Distance,42016.80,48833.84,55844.46,45615.91,32358.15,29507.61,859.84,48263.07,53754.53,1751.54,29650.24,3970.60,38400.65,39780.64,33614.18,41411.75,
Total Counts,105042.00,122084.59,139611.14,114039.76,80895.37,73769.03,2149.61,120657.68,134386.33,4378.84,74125.61,9926.50,96001.63,99451.59,84035.45,103529.37,


 03:05:21
Interval Count,64.26,51.22,23.26,0.00,0.00,54.62,0.00,94.26,0.00,0.00,0.00,2.53,0.00,36.16,0.00,0.00,
Average m/min.,25.70,20.49,9.30,0.00,0.00,21.86,0.00,37.71,0.00,0.00,0.00,1.01,0.00,14.46,0.00,0.00,
Distance,42042.51,48854.33,55853.76,45615.91,32358.15,29529.46,859.84,48300.78,53754.53,1751.54,29650.24,3971.61,38400.65,39795.10,33614.18,41411.75,
Total Counts,105106.26,122135.82,139634.41,114039.76,80895.37,73823.64,2149.61,120751.95,134386.33,4378.84,74125.61,9929.03,96001.63,99487.75,84035.45,103529.37,


 03:06:21
Interval Count,58.76,59.95,69.30,0.00,0.00,57.25,0.00,50.28,0.00,0.00,0.00,2.00,0.00,14.68,0.00,0.00,
Average m/min.,23.50,23.97,27.70,0.00,0.00,22.88,0.00,20.10,0.00,0.00,0.00,0.80,0.00,5.87,0.00,0.00,
Distance,42066.01,48878.31,55881.48,45615.91,32358.15,29552.36,859.84,48320.89,53754.53,1751.54,29650.24,3972.41,38400.65,39800.97,33614.18,41411.75,
Total Counts,105165.03,122195.76,139703.71,114039.76,80895.37,73880.89,2149.61,120802.22,134386.33,4378.84,74125.61,9931.03,96001.63,99502.43,84035.45,103529.37,


 03:07:21
Interval Count,16.53,60.34,2.84,0.00,0.00,55.13,0.00,0.00,0.00,0.00,0.00,5.39,0.00,0.00,0.00,0.00,
Average m/min.,6.61,24.13,1.14,0.00,0.00,22.06,0.00,0.00,0.00,0.00,0.00,2.16,0.00,0.00,0.00,0.00,
Distance,42072.62,48902.44,55882.62,45615.91,32358.15,29574.41,859.84,48320.89,53754.53,1751.54,29650.24,3974.57,38400.65,39800.97,33614.18,41411.75,
Total Counts,105181.55,122256.11,139706.55,114039.76,80895.37,73936.03,2149.61,120802.22,134386.33,4378.84,74125.61,9936.42,96001.63,99502.43,84035.45,103529.37,


 03:08:21
Interval Count,35.01,61.39,0.00,0.00,0.00,61.24,0.00,45.66,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,
Average m/min.,14.01,24.55,0.00,0.00,0.00,24.47,0.00,18.24,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,
Distance,42086.63,48927.00,55882.62,45615.91,32358.15,29598.91,859.84,48339.15,53754.53,1751.54,29650.24,3975.76,38400.65,39800.97,33614.18,41411.75,
Total Counts,105216.57,122317.50,139706.55,114039.76,80895.37,73997.26,2149.61,120847.88,134386.33,4378.84,74125.61,9939.39,96001.63,99502.43,84035.45,103529.37,


 03:09:21
Interval Count,23.45,36.74,0.00,0.00,0.00,59.70,0.00,76.21,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,
Average m/min.,9.38,14.69,0.00,0.00,0.00,23.89,0.00,30.50,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,
