,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Distance,6439.27,8107.69,10521.87,7877.95,6938.05,3685.38,86.54,7413.77,9011.55,271.88,6656.09,1175.73,7554.99,7895.31,7594.56,8041.43,
Total Counts,16098.18,20269.22,26304.68,19694.87,17345.13,9213.45,216.34,18534.42,22528.88,679.70,16640.22,2939.32,18887.47,19738.26,18986.41,20103.58,


 04:55:36
Interval Count,0.01,54.03,0.03,4.66,0.00,0.16,0.00,42.82,9.49,0.00,0.00,14.54,0.00,6.63,0.00,0.00,
Average m/min.,0.01,21.61,0.01,1.86,0.00,0.06,0.00,17.13,3.80,0.00,0.00,5.81,0.00,2.65,0.00,0.00,
Distance,6439.28,8129.30,10521.88,7879.81,6938.05,3685.44,86.54,7430.89,9015.35,271.88,6656.09,1181.54,7554.99,7897.96,7594.56,8041.43,
Total Counts,16098.20,20323.25,26304.71,19699.53,17345.13,9213.61,216.34,18577.24,22538.37,679.70,16640.22,2953.86,18887.47,19744.89,18986.41,20103.58,


 04:56:36
Interval Count,0.20,57.01,0.01,0.00,0.00,0.00,0.00,55.47,0.12,0.00,0.00,11.57,0.00,0.00,0.00,14.63,
Average m/min.,0.08,22.80,0.01,0.00,0.00,0.00,0.00,22.18,0.04,0.00,0.00,4.63,0.00,0.00,0.00,5.84,
Distance,6439.36,8152.11,10521.89,7879.81,6938.05,3685.44,86.54,7453.08,9015.39,271.88,6656.09,1186.17,7554.99,7897.96,7594.56,8047.28,
Total Counts,16098.39,20380.26,26304.72,19699.53,17345.13,9213.61,216.34,18632.71,22538.49,679.70,16640.22,2965.42,18887.47,19744.89,18986.41,20118.21,


 04:57:36
Interval Count,0.29,17.21,0.00,0.00,0.00,0.00,0.00,43.66,0.00,0.00,0.00,9.55,0.00,0.12,0.92,59.24,
Average m/min.,0.11,6.88,0.00,0.00,0.00,0.00,0.00,17.46,0.00,0.00,0.00,3.82,0.00,0.05,0.37,23.70,
Distance,6439.47,8158.99,10521.89,7879.81,6938.05,3685.44,86.54,7470.55,9015.39,271.88,6656.09,1189.99,7554.99,7898.01,7594.93,8070.98,
Total Counts,16098.68,20397.47,26304.72,19699.53,17345.13,9213.61,216.34,18676.37,22538.49,679.70,16640.22,2974.97,18887.47,19745.01,18987.33,20177.45,


 04:58:36
Interval Count,30.38,62.00,0.00,0.00,0.00,0.00,0.00,26.96,0.05,0.00,0.00,3.82,0.00,15.63,0.00,47.26,
Average m/min.,12.16,24.79,0.00,0.00,0.00,0.00,0.00,10.79,0.03,0.00,0.00,1.53,0.00,6.25,0.00,18.89,
Distance,6451.63,8183.79,10521.89,7879.81,6938.05,3685.44,86.54,7481.33,9015.42,271.88,6656.09,1191.52,7554.99,7904.26,7594.93,8089.88,
Total Counts,16129.07,20459.47,26304.72,19699.53,17345.13,9213.61,216.34,18703.33,22538.54,679.70,16640.22,2978.79,18887.47,19760.64,18987.33,20224.71,


 04:59:36
Interval Count,40.99,62.66,0.00,0.00,0.00,0.00,0.00,43.08,4.37,0.00,0.00,0.00,0.00,45.08,0.00,44.89,
Average m/min.,16.39,25.06,0.00,0.00,0.00,0.00,0.00,17.21,1.74,0.00,0.00,0.00,0.00,18.03,0.00,17.95,
Distance,6468.02,8208.85,10521.89,7879.81,6938.05,3685.44,86.54,7498.56,9017.16,271.88,6656.09,1191.52,7554.99,7922.29,7594.93,8107.84,
Total Counts,16170.05,20522.13,26304.72,19699.53,17345.13,9213.61,216.34,18746.41,22542.91,679.70,16640.22,2978.79,18887.47,19805.72,18987.33,20269.61,


 05:00:36
Interval Count,14.93,64.33,0.00,0.00,0.00,0.00,0.00,31.46,0.00,0.00,0.00,0.00,0.00,22.13,0.00,42.64,
Average m/min.,5.97,25.71,0.00,0.00,0.00,0.00,0.00,12.60,0.00,0.00,0.00,0.00,0.00,8.85,0.00,17.06,
Distance,6473.99,8234.58,10521.89,7879.81,6938.05,3685.44,86.54,7511.15,9017.16,271.88,6656.09,1191.52,7554.99,7931.14,7594.93,8124.90,
Total Counts,16184.99,20586.46,26304.72,19699.53,17345.13,9213.61,216.34,18777.87,22542.91,679.70,16640.22,2978.79,18887.47,19827.86,18987.33,20312.25,


 05:01:36
Interval Count,32.34,60.42,0.00,0.00,0.00,0.00,0.00,21.24,0.00,0.00,0.75,0.00,0.00,20.99,0.00,34.82,
Average m/min.,12.94,24.16,0.00,0.00,0.00,0.00,0.00,8.48,0.00,0.00,0.30,0.00,0.00,8.39,0.00,13.91,
Distance,6486.93,8258.75,10521.89,7879.81,6938.05,3685.44,86.54,7519.64,9017.16,271.88,6656.39,1191.52,7554.99,7939.54,7594.93,8138.83,
Total Counts,16217.33,20646.88,26304.72,19699.53,17345.13,9213.61,216.34,18799.11,22542.91,679.70,16640.97,2978.79,18887.47,19848.84,18987.33,20347.07,


 05:02:36
Interval Count,43.78,47.13,48.24,0.00,0.00,0.00,0.50,0.29,0.00,0.00,6.59,0.00,0.00,24.72,0.00,0.05,
Average m/min.,17.51,18.86,19.30,0.00,0.00,0.00,0.20,0.12,0.00,0.00,2.64,0.00,0.00,9.89,0.00,0.02,
Distance,6504.44,8277.61,10541.18,7879.81,6938.05,3685.44,86.74,7519.76,9017.16,271.88,6659.03,1191.52,7554.99,7949.43,7594.93,8138.85,
Total Counts,16261.11,20694.01,26352.96,19699.53,17345.13,9213.61,216.84,18799.39,22542.91,679.70,16647.57,2978.79,18887.47,19873.57,18987.33,20347.12,


 05:03:36
Interval Count,15.61,47.53,61.07,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.28,0.03,0.53,0.00,0.00,55.83,
Average m/min.,6.24,19.00,24.41,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.11,0.01,0.21,0.00,0.00,22.32,
Distance,6510.68,8296.62,10565.61,7879.81,6938.05,3685.44,86.89,7519.76,9017.16,271.88,6659.14,1191.53,7555.20,7949.43,7594.93,8161.18,
Total Counts,16276.71,20741.54,26414.03,19699.53,17345.13,9213.61,217.24,18799.39,22542.91,679.70,16647.84,2978.82,18888.00,19873.57,18987.33,20402.95,


 05:04:36
Interval Count,4.99,61.07,49.00,0.00,0.00,0.00,2.78,2.28,0.00,0.00,0.00,13.21,0.00,0.00,0.00,57.00,
Average m/min.,2.00,24.42,19.60,0.00,0.00,0.00,1.12,0.91,0.00,0.00,0.00,5.28,0.00,0.00,0.00,22.79,
Distance,6512.68,8321.04,10585.21,7879.81,6938.05,3685.44,88.01,7520.67,9017.16,271.88,6659.14,1196.81,7555.20,7949.43,7594.93,8183.98,
Total Counts,16281.70,20802.61,26463.03,19699.53,17345.13,9213.61,220.01,18801.67,22542.91,679.70,16647.84,2992.03,18888.00,19873.57,18987.33,20459.95,


 05:05:36
Interval Count,30.43,47.46,54.29,0.00,0.00,0.00,1.55,8.75,0.00,0.01,0.00,10.87,0.00,0.00,0.00,43.45,
Average m/min.,12.17,18.99,21.72,0.00,0.00,0.00,0.62,3.50,0.00,0.00,0.00,4.35,0.00,0.00,0.00,17.39,
Distance,6524.85,8340.03,10606.93,7879.81,6938.05,3685.44,88.63,7524.17,9017.16,271.88,6659.14,1201.16,7555.20,7949.43,7594.93,8201.36,
Total Counts,16312.13,20850.07,26517.32,19699.53,17345.13,9213.61,221.57,18810.42,22542.91,679.71,16647.84,3002.89,18888.00,19873.57,18987.33,20503.39,


 05:06:36
Interval Count,12.47,28.84,31.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.84,0.00,14.63,0.00,30.76,
Average m/min.,4.99,11.52,12.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.00,5.85,0.00,12.29,
Distance,6529.84,8351.56,10619.35,7879.81,6938.05,3685.44,88.63,7524.17,9017.16,271.88,6659.14,1204.69,7555.20,7955.28,7594.93,8213.66,
Total Counts,16324.61,20878.91,26548.37,19699.53,17345.13,9213.61,221.57,18810.42,22542.91,679.71,16647.84,3011.74,18888.00,19888.20,18987.33,20534.16,


 05:07:36
Interval Count,39.20,37.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14,9.53,0.00,16.08,0.00,59.61,
Average m/min.,15.68,15.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,3.82,0.00,6.43,0.00,23.87,
Distance,6545.52,8366.75,10619.35,7879.81,6938.05,3685.44,88.63,7524.17,9017.16,271.88,6660.39,1208.51,7555.20,7961.71,7594.93,8237.51,
Total Counts,16363.80,20916.88,26548.37,19699.53,17345.13,9213.61,221.57,18810.42,22542.91,679.71,16650.99,3021.26,18888.00,19904.28,18987.33,20593.76,


 05:08:36
Interval Count,0.00,34.41,18.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.04,10.82,0.00,0.18,0.00,41.34,
Average m/min.,0.00,13.77,7.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.82,4.32,0.00,0.07,0.00,16.52,
Distance,6545.52,8380.52,10626.57,7879.81,6938.05,3685.44,88.63,7524.17,9017.16,271.88,6671.21,1212.83,7555.20,7961.78,7594.93,8254.04,
Total Counts,16363.80,20951.29,26566.43,19699.53,17345.13,9213.61,221.57,18810.42,22542.91,679.71,16678.03,3032.08,18888.00,19904.46,18987.33,20635.11,


 05:09:36
Interval Count,0.00,35.37,51.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.75,10.58,0.00,0.00,0.00,51.24,
Average m/min.,0.00,14.14,20.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.10,4.23,0.00,0.00,0.00,20.51,
Distance,6545.52,8394.66,10646.99,7879.81,6938.05,3685.44,88.63,7524.17,9017.16,271.88,6678.31,1217.06,7555.20,7961.78,7594.93,8274.54,
Total Counts,16363.80,20986.66,26617.47,19699.53,17345.13,9213.61,221.57,18810.42,22542.91,679.71,16695.78,3042.66,18888.00,19904.46,18987.33,20686.34,


 05:10:36
Interval Count,0.00,22.38,55.92,0.00,0.00,0.00,0.00,3.86,0.00,0.00,32.93,0.33,0.00,0.00,0.00,54.89,
Average m/min.,0.00,8.96,22.36,0.00,0.00,0.00,0.00,1.54,0.00,0.00,13.18,0.13,0.00,0.00,0.00,21.94,
Distance,6545.52,8403.62,10669.36,7879.81,6938.05,3685.44,88.63,7525.71,9017.16,271.88,6691.48,1217.19,7555.20,7961.78,7594.93,8296.49,
Total Counts,16363.80,21009.04,26673.39,19699.53,17345.13,9213.61,221.57,18814.28,22542.91,679.71,16728.71,3042.99,18888.00,19904.46,18987.33,20741.24,


 05:11:36
Interval Count,0.00,36.64,53.89,0.00,0.00,0.00,0.97,34.83,0.00,0.00,35.53,0.00,0.00,0.00,0.00,34.20,
Average m/min.,0.00,14.65,21.55,0.00,0.00,0.00,0.39,13.91,0.00,0.00,14.20,0.00,0.00,0.00,0.00,13.68,
Distance,6545.52,8418.27,10690.92,7879.81,6938.05,3685.44,89.02,7539.64,9017.16,271.88,6705.69,1217.19,7555.20,7961.78,7594.93,8310.17,
Total Counts,16363.80,21045.68,26727.29,19699.53,17345.13,9213.61,222.54,18849.11,22542.91,679.71,16764.24,3042.99,18888.00,19904.46,18987.33,20775.43,


 05:12:36
Interval Count,0.00,27.28,50.26,0.00,0.00,0.00,0.49,0.03,0.51,0.00,29.43,0.00,0.00,0.00,0.00,35.64,
Average m/min.,0.00,10.91,20.10,0.00,0.00,0.00,0.19,0.01,0.21,0.00,11.78,0.00,0.00,0.00,0.00,14.26,
Distance,6545.52,8429.18,10711.02,7879.81,6938.05,3685.44,89.21,7539.65,9017.37,271.88,6717.47,1217.19,7555.20,7961.78,7594.93,8324.43,
Total Counts,16363.80,21072.96,26777.55,19699.53,17345.13,9213.61,223.03,18849.13,22543.42,679.71,16793.67,3042.99,18888.00,19904.46,18987.33,20811.08,


 05:13:36
Interval Count,0.43,0.00,54.08,0.00,0.00,0.00,0.14,0.50,33.39,0.00,48.68,0.00,0.00,25.80,0.00,48.16,
Average m/min.,0.17,0.00,21.62,0.00,0.00,0.00,0.06,0.20,13.36,0.00,19.47,0.00,0.00,10.33,0.00,19.25,
Distance,6545.69,8429.18,10732.65,7879.81,6938.05,3685.44,89.27,7539.85,9030.73,271.88,6736.94,1217.19,7555.20,7972.11,7594.93,8343.69,
Total Counts,16364.24,21072.96,26831.63,19699.53,17345.13,9213.61,223.17,18849.63,22576.82,679.71,16842.36,3042.99,18888.00,19930.26,18987.33,20859.24,


 05:14:36
Interval Count,14.09,0.00,56.03,0.00,0.00,0.00,3.07,0.07,10.11,0.00,9.86,0.00,0.00,7.41,0.00,40.43,
Average m/min.,5.64,0.00,22.41,0.00,0.00,0.00,1.22,0.03,4.04,0.00,3.94,0.00,0.00,2.96,0.00,16.19,
Distance,6551.33,8429.18,10755.06,7879.81,6938.05,3685.44,90.49,7539.88,9034.77,271.88,6740.88,1217.19,7555.20,7975.07,7594.93,8359.87,
Total Counts,16378.33,21072.96,26887.66,19699.53,17345.13,9213.61,226.24,18849.70,22586.92,679.71,16852.21,3042.99,18888.00,19937.67,18987.33,20899.67,


 05:15:36
Interval Count,28.04,47.18,52.07,0.00,0.00,0.00,5.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.36,
Average m/min.,11.22,18.87,20.82,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.73,
Distance,6562.55,8448.06,10775.89,7879.81,6938.05,3685.44,92.59,7539.88,9034.77,271.88,6740.88,1217.19,7555.20,7975.07,7594.93,8373.61,
Total Counts,16406.37,21120.14,26939.72,19699.53,17345.13,9213.61,231.47,18849.70,22586.92,679.71,16852.21,3042.99,18888.00,19937.67,18987.33,20934.03,


 05:16:36
Interval Count,0.45,45.63,32.49,0.00,0.00,0.00,1.57,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,58.82,
Average m/min.,0.18,18.25,12.99,0.00,0.00,0.00,0.63,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,23.53,
Distance,6562.73,8466.31,10788.88,7879.81,6938.05,3685.44,93.22,7539.88,9034.77,272.01,6740.88,1217.19,7555.20,7975.07,7594.93,8397.14,
Total Counts,16406.82,21165.78,26972.21,19699.53,17345.13,9213.61,233.04,18849.70,22586.92,680.03,16852.21,3042.99,18888.00,19937.67,18987.33,20992.84,


 05:17:36
Interval Count,15.08,6.33,55.24,0.00,0.00,0.00,6.63,8.33,0.00,0.00,26.88,0.00,0.00,0.01,0.00,57.86,
Average m/min.,6.03,2.53,22.09,0.00,0.00,0.00,2.65,3.33,0.00,0.00,10.76,0.00,0.00,0.00,0.00,23.13,
Distance,6568.76,8468.84,10810.98,7879.81,6938.05,3685.44,95.87,7543.21,9034.77,272.01,6751.64,1217.19,7555.20,7975.07,7594.93,8420.28,
Total Counts,16421.89,21172.11,27027.45,19699.53,17345.13,9213.61,239.67,18858.03,22586.92,680.03,16879.09,3042.99,18888.00,19937.68,18987.33,21050.70,


 05:18:36
Interval Count,3.76,55.41,10.97,0.00,0.00,0.00,4.53,5.18,0.00,0.89,33.20,0.00,0.00,0.00,0.00,38.83,
Average m/min.,1.50,22.16,4.39,0.00,0.00,0.00,1.81,2.07,0.00,0.36,13.28,0.00,0.00,0.00,0.00,15.52,
Distance,6570.26,8491.01,10815.37,7879.81,6938.05,3685.44,97.68,7545.28,9034.77,272.37,6764.92,1217.19,7555.20,7975.07,7594.93,8435.81,
Total Counts,16425.66,21227.51,27038.42,19699.53,17345.13,9213.61,244.20,18863.21,22586.92,680.92,16912.29,3042.99,18888.00,19937.68,18987.33,21089.53,


 05:19:36
Interval Count,0.00,53.93,0.00,0.00,0.00,0.00,2.67,6.87,0.00,2.39,45.58,0.00,0.00,0.00,0.00,50.09,
Average m/min.,0.00,21.57,0.00,0.00,0.00,0.00,1.07,2.75,0.00,0.96,18.22,0.00,0.00,0.00,0.00,20.05,
Distance,6570.26,8512.58,10815.37,7879.81,6938.05,3685.44,98.75,7548.03,9034.77,273.33,6783.15,1217.19,7555.20,7975.07,7594.93,8455.85,
Total Counts,16425.66,21281.45,27038.42,19699.53,17345.13,9213.61,246.87,18870.08,22586.92,683.32,16957.87,3042.99,18888.00,19937.68,18987.33,21139.62,


 05:20:36
Interval Count,0.00,53.39,0.00,0.00,0.13,0.00,0.00,12.13,0.00,3.25,28.92,0.00,0.00,0.00,0.00,19.88,
Average m/min.,0.00,21.35,0.00,0.00,0.06,0.00,0.00,4.85,0.00,1.30,11.57,0.00,0.00,0.00,0.00,7.94,
Distance,6570.26,8533.94,10815.37,7879.81,6938.11,3685.44,98.75,7552.88,9034.77,274.63,6794.72,1217.19,7555.20,7975.07,7594.93,8463.80,
Total Counts,16425.66,21334.84,27038.42,19699.53,17345.26,9213.61,246.87,18882.21,22586.92,686.57,16986.79,3042.99,18888.00,19937.68,18987.33,21159.50,


 05:21:36
Interval Count,0.00,45.36,0.00,0.00,2.61,0.00,0.00,1.68,0.00,1.51,0.01,0.00,0.00,1.89,0.00,20.47,
Average m/min.,0.00,18.14,0.00,0.00,1.04,0.00,0.00,0.68,0.00,0.60,0.00,0.00,0.00,0.76,0.00,8.19,
Distance,6570.26,8552.08,10815.37,7879.81,6939.15,3685.44,98.75,7553.56,9034.77,275.23,6794.72,1217.19,7555.20,7975.83,7594.93,8471.99,
Total Counts,16425.66,21380.20,27038.42,19699.53,17347.87,9213.61,246.87,18883.89,22586.92,688.08,16986.80,3042.99,18888.00,19939.58,18987.33,21179.97,


 05:22:36
Interval Count,0.00,56.89,0.00,0.00,3.71,0.00,0.00,4.13,0.00,0.00,17.42,0.00,0.00,0.00,0.00,20.72,
Average m/min.,0.00,22.76,0.00,0.00,1.48,0.00,0.00,1.65,0.00,0.00,6.97,0.00,0.00,0.00,0.00,8.29,
Distance,6570.26,8574.84,10815.37,7879.81,6940.63,3685.44,98.75,7555.21,9034.77,275.23,6801.69,1217.19,7555.20,7975.83,7594.93,8480.28,
Total Counts,16425.66,21437.09,27038.42,19699.53,17351.58,9213.61,246.87,18888.03,22586.92,688.08,17004.22,3042.99,18888.00,19939.58,18987.33,21200.70,


 05:23:36
Interval Count,18.25,59.16,0.00,0.00,23.96,0.00,0.00,24.42,0.00,0.00,34.88,0.00,0.00,0.00,0.00,0.46,
Average m/min.,7.30,23.65,0.00,0.00,9.58,0.00,0.00,9.76,0.00,0.00,13.94,0.00,0.00,0.00,0.00,0.18,
Distance,6577.56,8598.50,10815.37,7879.81,6950.22,3685.44,98.75,7564.98,9034.77,275.23,6815.64,1217.19,7555.20,7975.83,7594.93,8480.46,
Total Counts,16443.91,21496.25,27038.42,19699.53,17375.54,9213.61,246.87,18912.45,22586.92,688.08,17039.11,3042.99,18888.00,19939.58,18987.33,21201.16,


 05:24:36
Interval Count,43.01,46.92,0.00,0.00,30.62,0.00,0.00,25.25,0.00,0.00,43.80,17.62,0.00,0.00,0.00,46.80,
Average m/min.,17.21,18.77,0.00,0.00,12.25,0.00,0.00,10.10,0.00,0.00,17.51,7.05,0.00,0.00,0.00,18.73,
Distance,6594.77,8617.27,10815.37,7879.81,6962.46,3685.44,98.75,7575.08,9034.77,275.23,6833.16,1224.24,7555.20,7975.83,7594.93,8499.18,
Total Counts,16486.92,21543.17,27038.42,19699.53,17406.16,9213.61,246.87,18937.70,22586.92,688.08,17082.91,3060.61,18888.00,19939.58,18987.33,21247.96,


 05:25:36
Interval Count,39.08,59.68,0.08,0.00,0.00,0.00,0.00,13.66,0.00,0.00,20.79,5.25,0.00,0.00,0.00,2.66,
Average m/min.,15.63,23.86,0.03,0.00,0.00,0.00,0.00,5.46,0.00,0.00,8.32,2.10,0.00,0.00,0.00,1.07,
Distance,6610.40,8641.14,10815.40,7879.81,6962.46,3685.44,98.75,7580.54,9034.77,275.23,6841.48,1226.34,7555.20,7975.83,7594.93,8500.25,
Total Counts,16526.00,21602.86,27038.50,19699.53,17406.16,9213.61,246.87,18951.36,22586.92,688.08,17103.70,3065.86,18888.00,19939.58,18987.33,21250.62,


 05:26:36
Interval Count,40.49,28.96,0.18,0.00,0.00,0.00,0.00,10.99,0.00,0.84,0.00,0.00,0.00,0.00,0.00,19.14,
Average m/min.,16.18,11.59,0.07,0.00,0.00,0.00,0.00,4.40,0.00,0.34,0.00,0.00,0.00,0.00,0.00,7.67,
Distance,6626.59,8652.73,10815.47,7879.81,6962.46,3685.44,98.75,7584.94,9034.77,275.57,6841.48,1226.34,7555.20,7975.83,7594.93,8507.91,
Total Counts,16566.49,21631.82,27038.68,19699.53,17406.16,9213.61,246.87,18962.34,22586.92,688.92,17103.70,3065.86,18888.00,19939.58,18987.33,21269.76,


 05:27:36
Interval Count,34.83,57.07,0.00,0.00,1.70,0.00,0.00,6.71,0.00,5.39,14.38,0.00,0.00,16.89,0.00,29.71,
Average m/min.,13.94,22.81,0.00,0.00,0.68,0.00,0.00,2.68,0.00,2.16,5.75,0.00,0.00,6.76,0.00,11.88,
Distance,6640.53,8675.55,10815.47,7879.81,6963.14,3685.44,98.75,7587.62,9034.77,277.73,6847.23,1226.34,7555.20,7982.59,7594.93,8519.79,
Total Counts,16601.32,21688.88,27038.68,19699.53,17407.86,9213.61,246.87,18969.05,22586.92,694.32,17118.08,3065.86,18888.00,19956.47,18987.33,21299.47,


 05:28:36
Interval Count,0.00,26.18,0.00,0.00,40.91,0.00,0.00,9.55,0.00,3.76,48.03,0.00,0.00,0.00,0.00,50.57,
Average m/min.,0.00,10.48,0.00,0.00,16.35,0.00,0.00,3.81,0.00,1.50,19.19,0.00,0.00,0.00,0.00,20.21,
Distance,6640.53,8686.03,10815.47,7879.81,6979.51,3685.44,98.75,7591.44,9034.77,279.23,6866.44,1226.34,7555.20,7982.59,7594.93,8540.02,
Total Counts,16601.32,21715.07,27038.68,19699.53,17448.76,9213.61,246.87,18978.61,22586.92,698.08,17166.11,3065.86,18888.00,19956.47,18987.33,21350.04,


 05:29:36
Interval Count,0.00,0.00,0.00,0.00,31.04,0.00,0.00,7.47,0.00,2.66,45.83,0.00,0.00,0.00,0.00,29.49,
Average m/min.,0.00,0.00,0.00,0.00,12.42,0.00,0.00,2.99,0.00,1.06,18.33,0.00,0.00,0.00,0.00,11.80,
Distance,6640.53,8686.03,10815.47,7879.81,6991.92,3685.44,98.75,7594.43,9034.77,280.29,6884.77,1226.34,7555.20,7982.59,7594.93,8551.81,
Total Counts,16601.32,21715.07,27038.68,19699.53,17479.80,9213.61,246.87,18986.08,22586.92,700.74,17211.93,3065.86,18888.00,19956.47,18987.33,21379.53,


 05:30:36
Interval Count,0.00,0.00,0.00,0.00,43.86,0.00,1.89,9.33,0.00,4.13,45.88,0.00,0.00,0.00,0.00,15.47,
Average m/min.,0.00,0.00,0.00,0.00,17.52,0.00,0.76,3.73,0.00,1.66,18.36,0.00,0.00,0.00,0.00,6.19,
Distance,6640.53,8686.03,10815.47,7879.81,7009.46,3685.44,99.51,7598.16,9034.77,281.95,6903.13,1226.34,7555.20,7982.59,7594.93,8558.00,
Total Counts,16601.32,21715.07,27038.68,19699.53,17523.66,9213.61,248.76,18995.41,22586.92,704.87,17257.82,3065.86,18888.00,19956.47,18987.33,21395.00,


 05:31:36
Interval Count,25.63,0.00,0.04,0.00,4.04,0.00,0.01,2.46,0.00,3.79,37.29,0.00,0.00,0.00,0.00,18.63,
Average m/min.,10.25,0.00,0.02,0.00,1.62,0.00,0.00,0.99,0.00,1.51,14.90,0.00,0.00,0.00,0.00,7.45,
Distance,6650.78,8686.03,10815.49,7879.81,7011.08,3685.44,99.51,7599.15,9034.77,283.46,6918.04,1226.34,7555.20,7982.59,7594.93,8565.45,
Total Counts,16626.95,21715.07,27038.72,19699.53,17527.70,9213.61,248.78,18997.87,22586.92,708.66,17295.11,3065.86,18888.00,19956.47,18987.33,21413.63,


 05:32:36
Interval Count,34.53,0.05,0.00,0.00,52.55,0.00,6.92,7.37,0.00,2.93,43.70,0.00,0.00,0.00,0.00,37.21,
Average m/min.,13.81,0.02,0.00,0.00,21.01,0.00,2.77,2.94,0.00,1.18,17.50,0.00,0.00,0.00,0.00,14.89,
Distance,6664.59,8686.05,10815.49,7879.81,7032.10,3685.44,102.28,7602.09,9034.77,284.64,6935.52,1226.34,7555.20,7982.59,7594.93,8580.34,
Total Counts,16661.47,21715.12,27038.72,19699.53,17580.25,9213.61,255.70,19005.24,22586.92,711.59,17338.80,3065.86,18888.00,19956.47,18987.33,21450.84,


 05:33:36
Interval Count,13.03,13.68,0.00,0.00,5.24,0.00,0.00,11.93,0.00,4.63,21.84,0.00,0.00,0.00,0.00,21.22,
Average m/min.,5.21,5.47,0.00,0.00,2.09,0.00,0.00,4.78,0.00,1.85,8.73,0.00,0.00,0.00,0.00,8.49,
Distance,6669.80,8691.52,10815.49,7879.81,7034.19,3685.44,102.28,7606.87,9034.77,286.49,6944.26,1226.34,7555.20,7982.59,7594.93,8588.83,
Total Counts,16674.50,21728.80,27038.72,19699.53,17585.49,9213.61,255.70,19017.17,22586.92,716.22,17360.64,3065.86,18888.00,19956.47,18987.33,21472.07,


 05:34:36
Interval Count,44.36,13.08,0.00,0.00,2.24,0.00,1.42,26.74,0.00,3.96,1.41,0.00,0.00,0.00,0.00,43.20,
Average m/min.,17.73,5.23,0.00,0.00,0.90,0.00,0.57,10.70,0.00,1.58,0.56,0.00,0.00,0.00,0.00,17.27,
Distance,6687.54,8696.75,10815.49,7879.81,7035.09,3685.44,102.85,7617.56,9034.77,288.07,6944.82,1226.34,7555.20,7982.59,7594.93,8606.11,
Total Counts,16718.86,21741.88,27038.72,19699.53,17587.72,9213.61,257.12,19043.91,22586.92,720.18,17362.05,3065.86,18888.00,19956.47,18987.33,21515.26,


 05:35:36
Interval Count,0.00,48.71,0.00,0.00,44.13,0.00,0.24,0.00,0.00,3.00,42.96,0.00,0.00,0.00,0.00,30.82,
Average m/min.,0.00,19.48,0.00,0.00,17.62,0.00,0.09,0.00,0.00,1.20,17.18,0.00,0.00,0.00,0.00,12.31,
Distance,6687.54,8716.24,10815.49,7879.81,7052.74,3685.44,102.94,7617.56,9034.77,289.27,6962.01,1226.34,7555.20,7982.59,7594.93,8618.43,
Total Counts,16718.86,21790.59,27038.72,19699.53,17631.86,9213.61,257.36,19043.91,22586.92,723.18,17405.01,3065.86,18888.00,19956.47,18987.33,21546.08,


 05:36:36
Interval Count,21.62,18.63,0.00,0.00,36.68,0.00,0.00,0.00,0.00,3.58,31.49,0.00,0.00,0.00,0.00,45.99,
Average m/min.,8.65,7.45,0.00,0.00,14.69,0.00,0.00,0.00,0.00,1.44,12.59,0.00,0.00,0.00,0.00,18.41,
Distance,6696.19,8723.69,10815.49,7879.81,7067.42,3685.44,102.94,7617.56,9034.77,290.71,6974.60,1226.34,7555.20,7982.59,7594.93,8636.83,
Total Counts,16740.47,21809.22,27038.72,19699.53,17668.54,9213.61,257.36,19043.91,22586.92,726.76,17436.50,3065.86,18888.00,19956.47,18987.33,21592.07,


 05:37:36
