,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_Y_maze_8-15-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 9/2/2017 15:39:45
,     Stop Time: ~9/12/2017 15:39:45


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Interval Count,35.30,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.01,0.00,32.25,0.00,51.79,1.25,0.00,0.00,
Average m/min.,14.12,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.81,0.00,12.89,0.00,20.71,0.50,0.00,0.00,
Distance,154.28,147.86,54.77,55.88,38.44,12.14,0.01,3.86,98.46,9.20,216.00,29.68,174.10,56.09,34.33,0.02,
Total Counts,385.71,369.64,136.93,139.71,96.09,30.34,0.01,9.66,246.14,23.00,540.00,74.20,435.25,140.22,85.83,0.05,


 16:13:17
Interval Count,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.74,0.00,55.16,0.01,0.04,0.00,
Average m/min.,12.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,0.00,22.06,0.00,0.02,0.00,
Distance,167.01,147.86,54.77,55.88,38.44,12.14,0.01,3.86,98.46,9.20,231.09,29.68,196.16,56.09,34.35,0.02,
Total Counts,417.53,369.64,136.93,139.71,96.09,30.34,0.01,9.66,246.14,23.00,577.74,74.20,490.41,140.24,85.87,0.05,


 16:14:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.70,1.30,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.48,0.53,0.00,0.00,
Distance,167.01,147.86,54.77,55.88,38.44,12.14,0.01,3.86,98.46,9.20,231.09,29.68,203.64,56.62,34.35,0.02,
Total Counts,417.53,369.64,136.93,139.71,96.09,30.34,0.01,9.66,246.14,23.00,577.74,74.20,509.11,141.54,85.87,0.05,


 16:15:17
Interval Count,2.49,1.13,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,45.70,0.00,0.00,0.97,0.00,0.00,
Average m/min.,1.00,0.45,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,18.27,0.00,0.00,0.39,0.00,0.00,
Distance,168.01,148.31,54.77,55.88,38.44,12.25,0.01,3.86,98.46,9.20,249.37,29.68,203.64,57.01,34.35,0.02,
Total Counts,420.01,370.78,136.93,139.71,96.09,30.63,0.01,9.66,246.14,23.00,623.43,74.20,509.11,142.51,85.87,0.05,


 16:16:17
Interval Count,16.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.99,0.00,0.00,0.00,1.32,0.00,
Average m/min.,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,0.00,0.00,0.00,0.52,0.00,
Distance,174.41,148.31,54.77,55.88,38.44,12.25,0.01,3.86,98.46,9.20,264.17,29.68,203.64,57.01,34.87,0.02,
Total Counts,436.03,370.78,136.93,139.71,96.09,30.63,0.01,9.66,246.14,23.00,660.42,74.20,509.11,142.51,87.18,0.05,


 16:17:17
Interval Count,1.93,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,35.29,0.00,6.76,0.29,0.34,0.00,
Average m/min.,0.77,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,14.11,0.00,2.71,0.11,0.14,0.00,
Distance,175.18,148.31,54.77,55.88,38.44,12.26,0.01,3.86,98.46,9.20,278.28,29.68,206.35,57.12,35.01,0.02,
Total Counts,437.96,370.78,136.93,139.71,96.09,30.64,0.01,9.66,246.14,23.00,695.71,74.20,515.87,142.80,87.53,0.05,


 16:18:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.05,0.00,51.18,0.00,0.00,0.00,1.76,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.02,0.00,20.48,0.00,0.00,0.00,0.71,0.00,
Distance,175.18,148.31,54.77,55.88,38.44,12.42,0.01,3.86,98.48,9.20,298.76,29.68,206.35,57.12,35.72,0.02,
Total Counts,437.96,370.78,136.93,139.71,96.09,31.04,0.01,9.66,246.20,23.00,746.89,74.20,515.87,142.80,89.29,0.05,


 16:19:17
Interval Count,0.00,0.00,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,8.46,0.00,2.80,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,3.38,0.00,1.12,0.00,0.00,0.00,
Distance,175.18,148.31,54.77,55.88,38.44,13.61,0.01,3.86,98.48,9.20,302.14,29.68,207.47,57.12,35.72,0.02,
Total Counts,437.96,370.78,136.93,139.71,96.09,34.01,0.01,9.66,246.20,23.00,755.36,74.20,518.67,142.80,89.29,0.05,


 16:20:17
Interval Count,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.14,0.00,50.87,0.00,1.08,0.00,
Average m/min.,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86,0.00,20.35,0.00,0.43,0.00,
Distance,175.39,148.31,54.77,55.88,38.44,13.61,0.01,3.86,98.48,9.20,315.00,29.68,227.82,57.12,36.15,0.02,
Total Counts,438.49,370.78,136.93,139.71,96.09,34.01,0.01,9.66,246.20,23.00,787.50,74.20,569.54,142.80,90.37,0.05,


 16:21:17
Interval Count,4.95,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00,0.21,0.17,1.36,0.00,0.99,0.00,
Average m/min.,1.98,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.08,0.07,0.54,0.00,0.39,0.00,
Distance,177.37,148.31,54.77,55.88,38.44,14.14,0.01,3.86,98.48,9.20,315.08,29.75,228.36,57.12,36.54,0.02,
Total Counts,443.43,370.78,136.93,139.71,96.09,35.36,0.01,9.66,246.20,23.00,787.71,74.37,570.89,142.80,91.36,0.05,


 16:22:17
Interval Count,16.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.00,1.93,2.03,0.00,0.00,0.00,0.00,
Average m/min.,6.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.78,0.81,0.00,0.00,0.00,0.00,
Distance,183.79,148.31,54.77,55.88,38.44,14.14,0.01,3.86,99.66,9.20,315.86,30.56,228.36,57.12,36.54,0.02,
Total Counts,459.47,370.78,136.93,139.71,96.09,35.36,0.01,9.66,249.16,23.00,789.64,76.39,570.89,142.80,91.36,0.05,


 16:23:17
Interval Count,4.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.57,1.46,0.00,0.00,0.00,
Average m/min.,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.22,0.58,0.00,0.00,0.00,
Distance,185.51,148.31,54.77,55.88,38.44,14.14,0.01,3.86,99.66,9.20,316.61,30.78,228.94,57.12,36.54,0.02,
Total Counts,463.78,370.78,136.93,139.71,96.09,35.36,0.01,9.66,249.16,23.00,791.53,76.96,572.36,142.80,91.36,0.05,


 16:24:17
Interval Count,4.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.84,0.00,11.03,0.00,0.00,0.00,
Average m/min.,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.34,0.00,4.41,0.00,0.00,0.00,
Distance,187.31,148.31,54.77,55.88,38.44,14.14,0.01,3.86,99.66,9.20,338.95,30.78,233.35,57.12,36.54,0.02,
Total Counts,468.26,370.78,136.93,139.71,96.09,35.36,0.01,9.66,249.16,23.00,847.37,76.96,583.38,142.80,91.36,0.05,


 16:25:17
Interval Count,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,46.57,0.00,5.91,0.00,0.00,0.00,
Average m/min.,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,18.61,0.00,2.37,0.00,0.00,0.00,
Distance,187.91,148.31,54.77,55.88,38.44,14.14,0.01,3.88,99.66,9.20,357.57,30.78,235.72,57.12,36.54,0.02,
Total Counts,469.76,370.78,136.93,139.71,96.09,35.36,0.01,9.70,249.16,23.00,893.93,76.96,589.29,142.80,91.36,0.05,


 16:26:17
Interval Count,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,54.76,0.00,0.00,0.00,2.49,0.00,
Average m/min.,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,21.91,0.00,0.00,0.00,1.00,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.14,0.01,3.88,99.95,9.20,379.48,30.78,235.72,57.12,37.54,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,35.36,0.01,9.70,249.88,23.00,948.70,76.96,589.29,142.80,93.84,0.05,


 16:27:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.28,1.05,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.11,0.42,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.14,0.01,3.88,100.37,9.20,379.48,30.78,235.72,57.23,37.96,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,35.36,0.01,9.70,250.92,23.00,948.70,76.96,589.29,143.08,94.89,0.05,


 16:28:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,0.00,43.51,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,17.41,0.00,0.00,0.00,0.00,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.14,0.01,3.88,103.27,9.20,396.88,30.78,235.72,57.23,37.96,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,35.36,0.01,9.70,258.17,23.00,992.21,76.96,589.29,143.08,94.89,0.05,


 16:29:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.01,0.00,1.64,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.41,0.01,3.88,103.27,9.20,397.54,30.78,235.72,57.23,37.96,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,36.03,0.01,9.70,258.18,23.00,993.86,76.96,589.29,143.08,94.89,0.05,


 16:30:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.36,0.53,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.34,0.21,0.00,0.00,0.00,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.41,0.01,3.88,103.27,9.20,416.88,30.99,235.72,57.23,37.96,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,36.03,0.01,9.70,258.18,23.00,1042.21,77.49,589.29,143.08,94.89,0.05,


 16:31:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,1.05,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.42,0.00,
Distance,188.31,148.31,54.77,55.88,38.44,14.41,0.01,3.88,103.27,9.20,417.06,30.99,235.72,57.23,38.38,0.02,
Total Counts,470.76,370.78,136.93,139.71,96.09,36.03,0.01,9.70,258.18,23.00,1042.64,77.49,589.29,143.08,95.95,0.05,


 16:32:17
Interval Count,2.99,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,5.46,0.00,
Average m/min.,1.19,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,2.18,0.00,
Distance,189.50,148.31,54.77,55.88,38.44,14.58,0.01,3.88,103.27,9.20,417.07,30.99,235.72,57.23,40.56,0.02,
Total Counts,473.75,370.78,136.93,139.71,96.09,36.46,0.01,9.70,258.18,23.00,1042.67,77.49,589.29,143.08,101.41,0.05,


 16:33:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,2.91,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.17,0.00,
Distance,189.50,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,417.07,30.99,235.84,57.23,41.73,0.02,
Total Counts,473.75,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1042.67,77.49,589.59,143.08,104.32,0.05,


 16:34:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,6.59,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,2.63,0.00,
Distance,189.50,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,417.26,30.99,235.84,57.23,44.36,0.02,
Total Counts,473.75,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1043.16,77.49,589.59,143.08,110.91,0.05,


 16:35:17
Interval Count,8.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,
Average m/min.,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,
Distance,192.72,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,417.26,30.99,235.84,57.23,44.86,0.02,
Total Counts,481.80,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1043.16,77.49,589.59,143.08,112.16,0.05,


 16:36:17
Interval Count,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.39,0.00,0.00,0.00,0.00,0.00,
Average m/min.,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.37,0.00,0.00,0.00,0.00,0.00,
Distance,194.60,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,432.62,30.99,235.84,57.23,44.86,0.02,
Total Counts,486.50,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1081.55,77.49,589.59,143.08,112.16,0.05,


 16:37:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.87,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.34,0.00,0.00,0.00,0.00,0.00,
Distance,194.60,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,444.97,30.99,235.84,57.23,44.86,0.02,
Total Counts,486.50,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1112.42,77.49,589.59,143.08,112.16,0.05,


 16:38:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,194.60,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,444.97,30.99,235.84,57.23,44.86,0.02,
Total Counts,486.50,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1112.42,77.49,589.59,143.08,112.16,0.05,


 16:39:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,
Distance,194.60,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,444.99,30.99,235.84,57.23,44.86,0.02,
Total Counts,486.50,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1112.47,77.49,589.59,143.08,112.16,0.05,


 16:40:17
Interval Count,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.29,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.53,0.00,0.00,0.00,0.00,0.00,
Distance,195.02,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,469.51,30.99,235.84,57.23,44.86,0.02,
Total Counts,487.54,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1173.76,77.49,589.59,143.08,112.16,0.05,


 16:41:17
Interval Count,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.30,0.00,
Average m/min.,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,
Distance,201.69,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,469.51,30.99,235.84,57.23,44.98,0.02,
Total Counts,504.24,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1173.78,77.49,589.59,143.08,112.46,0.05,


 16:42:17
Interval Count,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.21,0.00,
Average m/min.,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.09,0.00,
Distance,203.54,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,469.58,30.99,235.84,57.23,45.07,0.02,
Total Counts,508.86,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1173.96,77.49,589.59,143.08,112.67,0.05,


 16:43:17
Interval Count,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,469.58,30.99,235.84,57.23,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1173.96,77.49,589.59,143.08,112.67,0.05,


 16:44:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,470.28,30.99,235.84,57.23,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1175.70,77.49,589.59,143.08,112.67,0.05,


 16:45:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.21,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.47,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,488.76,30.99,235.84,57.23,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1221.91,77.49,589.59,143.08,112.67,0.05,


 16:46:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.29,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.12,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.88,38.44,14.90,0.01,3.88,103.27,9.20,504.88,30.99,235.84,57.23,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.71,96.09,37.25,0.01,9.70,258.18,23.00,1262.20,77.49,589.59,143.08,112.67,0.05,


 16:47:17
Interval Count,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.20,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.89,38.44,14.90,0.01,3.88,103.27,9.20,508.16,30.99,235.84,57.23,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.72,96.09,37.25,0.01,9.70,258.18,23.00,1270.39,77.49,589.59,143.08,112.67,0.05,


 16:48:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.17,0.00,0.17,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,0.07,0.00,0.07,0.00,0.00,
Distance,205.22,148.31,54.77,55.89,38.44,14.90,0.01,3.88,103.27,9.20,519.76,31.06,235.84,57.30,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.72,96.09,37.25,0.01,9.70,258.18,23.00,1299.39,77.66,589.59,143.25,112.67,0.05,


 16:49:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.79,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.49,0.00,0.00,0.00,0.00,0.00,
Distance,205.22,148.31,54.77,55.89,38.44,14.90,0.01,3.88,103.27,9.20,537.27,31.06,235.84,57.30,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.72,96.09,37.25,0.01,9.70,258.18,23.00,1343.18,77.66,589.59,143.25,112.67,0.05,


 16:50:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.26,0.00,0.00,2.09,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.31,0.00,0.00,0.84,0.00,0.00,
Distance,205.22,148.31,54.77,55.89,38.44,14.90,0.01,3.88,103.27,9.20,560.58,31.06,235.84,58.14,45.07,0.02,
Total Counts,513.05,370.78,136.93,139.72,96.09,37.25,0.01,9.70,258.18,23.00,1401.45,77.66,589.59,145.34,112.67,0.05,


 16:51:17
Interval Count,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,24.75,0.00,0.00,0.58,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.23,0.00,0.00,
Distance,205.22,148.31,54.77,56.01,38.44,14.90,0.01,3.88,103.27,9.20,570.48,31.06,235.84,58.37,45.07,0.02,
Total Counts,513.05,370.78,136.93,140.01,96.09,37.25,0.01,9.70,258.18,23.00,1426.20,77.66,589.59,145.92,112.67,0.05,


 16:52:17
Interval Count,6.64,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,37.16,0.00,0.00,0.00,0.00,0.00,
Average m/min.,2.66,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,14.86,0.00,0.00,0.00,0.00,0.00,
Distance,207.88,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,585.34,31.06,235.84,58.37,45.07,0.02,
Total Counts,519.70,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1463.36,77.66,589.59,145.92,112.67,0.05,


 16:53:17
Interval Count,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.78,0.00,0.00,0.00,0.00,0.00,
Average m/min.,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.50,0.00,0.00,0.00,0.00,0.00,
Distance,209.57,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,600.85,31.06,235.84,58.37,45.07,0.02,
Total Counts,523.93,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1502.13,77.66,589.59,145.92,112.67,0.05,


 16:54:17
Interval Count,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.62,0.00,0.00,0.00,0.00,0.00,
Distance,210.09,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,620.46,31.06,235.84,58.37,45.07,0.02,
Total Counts,525.24,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1551.14,77.66,589.59,145.92,112.67,0.05,


 16:55:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.61,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.22,0.00,0.00,0.00,0.00,0.00,
Distance,210.09,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,638.70,31.06,235.84,58.37,45.07,0.02,
Total Counts,525.24,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1596.75,77.66,589.59,145.92,112.67,0.05,


 16:56:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.66,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.46,0.00,0.00,0.00,0.00,0.00,
Distance,210.09,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,648.16,31.06,235.84,58.37,45.07,0.02,
Total Counts,525.24,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1620.41,77.66,589.59,145.92,112.67,0.05,


 16:57:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,210.09,148.31,54.77,56.23,38.44,14.90,0.01,3.88,103.27,9.20,648.16,31.06,235.84,58.37,45.07,0.02,
Total Counts,525.24,370.78,136.93,140.57,96.09,37.25,0.01,9.70,258.18,23.00,1620.41,77.66,589.59,145.92,112.67,0.05,


 16:58:17
